"ID","comment","updated_at","like_count","sentiment"
"431","ملي رديتها سما ولا تخلاص بلخف","2022-04-14T15:02:00Z","0","1"
"432","خير كبير الله يبارك","2022-04-14T14:50:00Z","0","2"
"433","تحيا top4G من ناحية انترنات غير محدود ❤️","2022-04-16T00:25:00Z","0","2"
"435","ربحنا واحد فيها براكة مناش قادرين نزيدو نلعبو كثر خيركم","2022-04-15T16:12:00Z","0","2"
"436","نا صح والله راجلي ربح واحد عندو واحد الشهرين هكاك شارك العام لي فات وحنا من قسنطينة رحنا لاجي وجبناه واني نكونيكتي بيه ضرك","2022-04-15T17:55:00Z","0","2"
"437","ماتسرقولناش غير الكريدي
وماسحقيناش هدايا منكم","2022-04-15T11:13:00Z","1","1"
"438","موبيليس ماقريبش تبدلوا لبوطو تاع ريزو في دائرة أولاد سي سليمان باتنة درتوه في عام الفيل دك ولا إكتضاض سكاني ولينا نكونيكتيو بدالة يابنعمي 20 كيلو بايت فليل في وقت الذروة هاسڤمولنا لبلاد علاش راكم تهبلو فينا شركة كيما موبيليس تخلي الزبائن تاعها يعانو 😑 وعلاش ماتلبوش رغبات المواطن وتجو تضربو طلة وتشوفو واش خص الناس علاش ديما مخلين دعوة هاملة ياك رانا نخلصوكم اعطونا خدمة شبه جيدة ماقلنالكمش اعطوهالنا جيدة","2022-04-15T11:03:00Z","0","1"
"439","ياموبيليس يرحم والديكم ريقلو ريزو نتاعكم رآه في يومين مكانش","2022-04-15T12:01:00Z","0","1"
"440","ليوم برك راني راضي عليكم يا موبيليس ، نقلكم صح فطوركم","2022-04-16T15:42:00Z","2","2"
"441","احسن عرض من احسن شركة ...
شكرا جزيلا لكم","2022-04-16T15:32:00Z","2","2"
"442","شكرا  موبيليس♥️♥️♥️","2022-04-16T15:47:00Z","1","2"
"443","شكرا موبيليس","2022-04-16T17:09:00Z","1","2"
"444","Mobilis وفقكم الله و دمتم راعين ويسر لكم سبل الفلاح ""مشكورين""","2022-04-16T15:03:00Z","1","2"
"445","كل ما نلها نلقا ليزينيتي طاارو فسما وشكرا 🙂","2022-04-16T18:12:00Z","0","1"
"446","نهار تسقمو تدفق النت عيطولي","2022-04-16T17:52:00Z","1","1"
"447","شكراااا","2022-04-16T17:03:00Z","0","2"
"448","شكرا لكم","2022-04-15T20:56:00Z","0","2"
"449","ربي يبارك فيكم جميعا على المجهودات الجبارة والإلتفاتة الطيبة","2022-04-15T20:52:00Z","0","2"
"450","شكرا","2022-04-15T21:53:00Z","0","2"
"451","صحيتو","2022-04-16T00:37:00Z","1","2"
"452","شكرا اوريدو نتمنى لك التوفيق ✌🥀","2022-04-15T19:19:00Z","0","2"
"453","بيس مليحة","2022-04-15T17:05:00Z","0","2"
"454","ولله هي مليحة","2022-04-12T03:09:00Z","0","2"
"455","رائع 😎","2022-04-05T18:41:00Z","1","2"
"456","شكرا ooredoo","2022-04-05T02:02:00Z","1","2"
"457","انترنت رديئة منعدمة
أسعار خيالية
انترنت محدودة
عروض قديمة على العهد الطاباشوري","2022-04-09T17:06:00Z","0","1"
"458","ناس لي تقول مكانش مصداقية انا ربحت كارطة تاع 2000 دج. بعثوهالي ليوم","2022-04-10T22:59:00Z","10","1"
"459","2Gمكانش منها لي مدو فيها","2022-04-16T15:01:00Z","0","1"
"460","انا ريزو موبيليس معنديش خلاص","2022-04-15T16:24:00Z","0","1"
"461","هل لا تزال الشريحة نافيڨي متوفرة في نقاط البيع؟","2022-04-16T16:30:00Z","0","0"
"462","عندكم الكونكسيون ثقيلة ياسر في أم البواقي كاين بلايص منعدمة الشبكة أصلا","2022-04-16T17:53:00Z","0","1"
"463","كونكسيون ميتة","2022-04-16T16:42:00Z","0","1"
"464","عندي انترنت ثقيلة","2022-04-16T15:06:00Z","0","1"
"465","افضل شركة اتصالات في الشرق الأوسط وشمال افريقيا","2022-04-16T18:35:00Z","0","2"
"466","موبيليس ريزووو مكانش 00000","2022-04-15T16:33:00Z","0","1"
"467","أودي سڨموا غي كونيكسيون كي لجناس و مبعد ساهل","2022-04-16T11:26:00Z","0","1"
"468","الريزو قوي الله يبارك عندي 4g صاروخ موبيليس هي الاقوى الله يبارك","2022-04-15T21:54:00Z","0","2"
"469","انا عجبتني mobilis","2022-04-16T11:32:00Z","0","2"
"470","الله لا تربحكم","2022-04-16T12:31:00Z","2","1"
"471","الله يبارك","2022-04-16T20:34:00Z","0","2"
"472","أفضل متعامل موبليس الله يبارك شكرا لكم ⁦❤️","2022-04-15T21:21:00Z","2","2"
"473","أكبر حشوة هي انك تحولها للسما 🤮 تخلاصلك في 10 ايام سريقة ديراكت","2022-04-16T19:09:00Z","0","1"
"474","درتها لكن والله غير خلاصت بسرعة فائقة !!! تخلعت و الله !!!","2022-04-16T04:54:00Z","0","1"
"475","أسوء متعامل","2022-04-16T16:52:00Z","0","1"
"476","موبيليس و الكل يكونيكتي","2022-04-16T04:25:00Z","0","2"
"477","كونكسيون مكانش خلاص تقول مفليكسيا بدراهم لحرام واش هادا","2022-04-16T22:16:00Z","0","1"
"478","Mobilis شكرا ","2022-04-15T22:14:00Z","0","2"
"479","30جيقا في اسبوع 🤦‍♂️راحت","2022-04-15T21:59:00Z","0","1"
"480","سما 💪💪","2022-04-15T19:19:00Z","0","2"
"481","احسن عرض هو سما ❤️🔥
شكرا لجهودكم في تحسين خدمات الانترنت","2022-04-16T16:12:00Z","0","2"
"482"," أنا راه عاجبني ","2022-04-15T22:43:00Z","2","2"
"183"," العرض لاباس بيه","2022-04-15T22:50:00Z","2","2"
"484","أنا قبل ما ندير العرض تأثرت بتعليقات الناس لكن قلت نجرب باش نحكم وفعلا جربت ولقيتو أحسن حاجة دارتها موبيليس"" 🌺","2022-04-15T22:59:00Z","2","2"
"485","سبحان الله العرض عجبني مديت رايي تحوسوني بالسيف نقول ماعجبنيش ولا ما ترضاوش عني !!! لا حول ولا قوة إلا بالله","2022-04-16T15:42:00Z","0","2"
"486","ساما ميكس فيها عروض احسن","2022-04-15T23:59:00Z","0","2"
"487","الكنكسيو والووو","2022-04-15T21:03:00Z","0","1"
"488","درت العرض هذا ملحقتش 15.يوم خلاصت 30 جيغا اني ندمت ذرك","2022-04-16T02:04:00Z","1","1"
"489","لكونيكسيوا زيروووووااا .. 0 ..
كي 4g كي 3g سبحان الله واقفين تحت لاقط الشبكة .. l'antenne ماتقدرش تتفرج حاجة الااااز تمشي وتحبس .
ياك نخلص بدراهمنا زيدوا شوي في قوة تدفق الانترنت","2022-04-15T21:31:00Z","4","1"
"490","وو صحيتو موبيليس تهليتو فينا هاد الخطرة","2022-04-16T14:39:00Z","0","2"
"491","  pix600 الف 6 اشهر الانترنت تاعها غير محدود يعني كي يخلاصو الجيغات تكمل تكونيكتي نرمال ","2022-04-16T01:28:00Z","0","0"
"492","عرض سما مليح🤍😅","2022-04-15T21:51:00Z","0","2"
"493"," عرض سما مليح","2022-04-16T18:31:00Z","0","2"
"494","هذ الخدمة تاع الانترنيت الباهية راكم اضعف شركة في الحزائر","2022-04-16T22:48:00Z","0","1"
"495","سما=الفخ","2022-04-19T47:51:00Z","0","1"
"496","حسبنا الله ونعم الوكيل فيكم","2022-04-16T14:42:00Z","0","1"
"497","هدرة قليلة","2022-04-14T23:28:00Z","0","1"
"498","تحيا لابيس موبيليس توب 4G","2022-04-15T12:00:00Z","0","2"
"499","مليحة سما","2022-04-15T15:14:00Z","0","2"
"500","عرض في بيس مبتسم 4G عند ب 500 دينار يعطوني شهر انترنت غير محدود هي يعطوني 1 جيڨا كي تخلاص ينقص تدفق الانترنت مي تقعد غير محدودة و 1000 دينار هدرة بلا ما يدوا 500 دينار هذيك و نقدر نحولها لعروض اخرى و نرجع كيما نحب","2022-04-15T20:25:00Z","0","0"
"501","بدورنا كل جمهور الشبيبة الذي يملك شريحة عند الشركات الاخرى سنتحول لموبيليس ","2022-03-14T20:20:00Z","30","2"
"502","بالتوفيق و النجاح إن شاء الله","2022-03-14T18:53:00Z","8","2"
"503","موبيليس الاحسن على الاطلاق","2022-03-14T18:59:00Z","8","2"
"504","يرحم والديكم سقمولنا الريزو تاعكم راه مرضنا رانا غير نفليكسو باطل . لا كونكسيو مليحة لا والو وفرولنا خدمة 4G ","2022-03-15T15:36:00Z","2","1"
"505","بارك الله فيكم","2022-03-15T22:25:00Z","2","2"
"506"," يحيا الجيزي","2022-03-17T07:17:00Z","0","2"
"507","الحمد لله ما عنديش موبيليس","2022-03-19T18:56:00Z","1","1"
"508","ياو هلكتونا كنكسيو يومين مكاش .
راعيو قبل الزبائن تاعكوم أمبعد ساهل","2022-03-16T02:41:00Z","1","1"
"509","3ich la vie m3a mobilis","2022-03-15T00:07:00Z","0","2"
"510","من بكري ليزوم","2022-03-14T20:53:00Z","0","2"
"511","شكراً لكل أعضاء شبكة موبيليس","2022-03-15T10:51:00Z","0","2"
"512","وفرو الريزو برك ومن بعد زيدو القدام","2022-03-14T23:05:00Z","0","1"
"513","بلدية الكريمية ولاية الشلف الكونيكسيو تجي نص ساعة و تروح ساعة ها فهمو رواحكم مع العلم كل الشبكات عندها 4g معنتها نبدلو نورمال ماشي مشكل","2022-03-14T19:31:00Z","0","1"
"514","ماهو أفضل متعامل للهاتف نقال📲 في الجزائر🇩🇿 من خلال عروض ( مكالمات📞 وانترنت🌍) وتغطية📶🆗 موبيليس طبعا","2022-03-14T20:52:00Z","1","2"
"515","غدوةونشري موبيليس لعزيزة","2022-03-14T20:18:00Z","0","2"
"516","Ghedwaa nechri la puce 🎴 ta3koum ","2022-03-15T19:21:00Z","0","2"
"517","وشبيها لاكنكسيو عندها 3 ايام راهي شبه منعدمة .","2022-03-14T18:54:00Z","1","1"
"518"," اليوم لعشية باش تحسنت شوي","2022-03-14T19:07:00Z","0","2"
"519","من البارح مساءا حتى ظهيرة اليوم كانت منعدمة حاليا لابس","2022-03-14T19:14:00Z","0","2"
"520","موبيليس يا دولة","2022-03-14T20:09:00Z","0","2"
"521",".تاكلو في دراهمنا على لاندية الفاشلة","2022-03-17T22:26:00Z","0","1"
"522","Moooobbbiiillliiisssss nrouma foort💚💚💚💚","2022-03-14T19:05:00Z","0","2"
"523","Merci mobilis 💚💛🔥","2022-03-15T16:45:00Z","1","2"
"524","الافضل للافضل 🧣🧣🧣🧣🧣","2022-03-14T20:21:00Z","0","2"
"525","مكانش لا ريزو لا كونكسيو","2022-03-15T07:12:00Z","1","1"
"526","بالتوفيق انشاء الله","2022-03-14T20:03:00Z","0","2"
"527","Excellente initiative pour ATMOBILIS","2022-03-14T21:40:00Z","1","2"
"528","درت عرض سما معجبنيش","2022-03-15T14:17:00Z","0","1"
"529"," Beaucoup de succès et de réussité Inch Allah","2022-03-15T15:13:00Z","0","2"
"530","ريڨليونا الريزو ومن بعد دبرو رسانكم","2022-03-14T19:45:00Z","0","1"
"531","موبيليس افضل متعامل في العالم","2022-03-14T22:08:00Z","0","2"
"532","ريكلو الريزو","2022-03-15T15:22:00Z","0","1"
"533","ردو عليا في الخاص","2022-03-14T18:53:00Z","0","0"
"534"," علجال هادي نشري بولس موبيليس","2022-03-14T20:52:00Z","1","2"
"535","موبيليس وتحلى الحياه","2022-03-19T19:53:00Z","0","2"
"536","صوردنا في مهب الرياح نفلكسي نمشي كسلحفات","2022-03-17T23:40:00Z","0","1"
"537","موبيليس يا دولة","2022-03-15T20:22:00Z","0","2"
"538","Les Hommes","2022-03-14T21:22:00Z","0","2"
"539","انا لي نمشي دوبل بوس موبيليس
شراكة ستعود بالفائدة للطرفين","2022-03-14T14:23:00Z","1","2"
"540","ياخويا شوف الانترنت واش بيها ضعيفة","2022-03-14T23:11:00Z","0","1"
"541","ندوروها موبليس وخلاص","2022-03-14T19:54:00Z","0","2"
"542","Vive mobilis","2022-03-14T22:46:00Z","1","2"
"543","احبك في الله موبليس","2022-03-14T19:30:00Z","1","2"
"544","Vive mobilis","2022-03-14T18:55:00Z","1","2"
"545","Vive JSK , vive Mobilis ✌️","2022-03-14T22:24:00Z","0","2"
"546","Cnx mkanch !","2022-03-15T12:20:00Z","0","1"
"547","Merci mobilis vive JSK","2022-03-14T20:31:00Z","1","2"
"548","تحيا موبيليس تحيا الشبيبة القبائل 😍","2022-03-14T19:47:00Z","1","2"
"549","غدوة انشاء الله نشري بيس موبيليس 💛💚","2022-03-14T20:05:00Z","1","2"
"550","أجمل مافي mobilis أنها تعتمد على اللغة العربية ولا تحافظ على ثقافة فرنسا مثل باقي الصفحات شكرا كل الشكر أغنى اللغة هي العربية وبالتوفيق الى الشبيبة","2022-03-15T23:34:00Z","0","2"
"551","شبيبة القبائل ترحب بموبيليس كلنا موبيليس","2022-03-14T19:26:00Z","0","2"
"552","Mrc","2022-03-15T09:32:00Z","0","2"
"553","Tahya Mobilis mn bakri bonne courage","2022-03-14T20:10:00Z","1","2"
"554","Vive mobilis vive jsk Vive les Kabyles 👉🔰👈","2022-03-14T22:49:00Z","0","2"
"555","سأرمي شريحتي و اشتري موبيليس","2022-03-14T22:14:00Z","0","2"
"556","Vive jsk vive mobilis","2022-03-14T22:15:00Z","0","2"
"557","Talmirt Mobilis 💚💚 💛💛💛
#Vive_JSK
#merci_Mobilis💚💚","2022-03-14T20:54:00Z","0","2"
"558","موبيليس دائما معنا 💪🇩🇿💚💛","2022-03-15T01:29:00Z","0","2"
"559","Le resaux Mobilis d'Alger ça marche pas","2022-03-15T14:20:00Z","0","1"
"560","Merci mobilis","2022-03-14T19:34:00Z","0","2"
"561","Merci Mobilis vive la JSK ✌️","2022-03-14T21:40:00Z","0","2"
"562","اسي وخذوني 10الف لي نفلكسها تروح","2022-03-14T20:06:00Z","0","1"
"563","براك الله فيك عمو موبيليس","2022-03-14T19:06:00Z","0","2"
"564","مالا ندوروها موبيليس 💚💛","2022-03-14T20:53:00Z","1","2"
"565","شكرا موبيليس","2022-03-14T19:49:00Z","0","2"
"566","كلنا موبيليس","2022-03-14T19:44:00Z","0","2"
"567","مرحبا موبيليس 🔰
غدوا نشري شريحة تاعكم 🇩🇿","2022-03-14T19:57:00Z","8","2"
"568","أفضل متعامل","2022-03-15T11:44:00Z","0","2"
"569","غدوة نشري شريحة موبيليس 😁","2022-03-15T13:44:00Z","0","2"
"570","موبيليس احسن شركة اتصالات في العالم","2022-03-15T00:17:00Z","0","2"
"571","الله حفظك موبيليس درتي حاجة عضيمة في عالم التكنولوجيا واصلي","2022-03-15T11:57:00Z","0","2"
"572","كل الاحترام و التقدير للسيد.طاهر شعلال رجل الخفاء
متشرفين بكم موبيليس ","2022-03-14T20:11:00Z","0","2"
"573","تحيا موبيليس معا الى الامام","2022-03-14T21:29:00Z","0","2"
"574","موبيليس افضل كونيكسيون في العالم 💪💪","2022-03-14T21:21:00Z","0","2"
"575","تم التحول الى موبيليس ينجاح 😅😅 زكارة فأوريدو","2022-03-15T18:06:00Z","1","2"
"576","تحيا موبيليس .
كثرولنا برك les Bonus ou Connexion","2022-03-14T18:57:00Z","1","0"
"577","حاب نحبس اشتراك معكم لان خدماتكم سئي واذا ولايات الجنوب جميع موطنيها لديهم اشتراك مع موبليس الان شركة لم تقدم شئ كمقابل لهاته الولايات كمثال مساهمة في تشيد مستشفى او صرح ترفيهي أو دعم الفرق المحلية","2022-03-14T19:28:00Z","0","1"
"578","مشكور عمي موبيليس","2022-03-14T19:08:00Z","0","2"
"579","موبليس عقلية البايلك و سوق الفلاح تاع البكري ، يأخذوا أموال الشعب و يخدموا بتشناف ، لماذا المؤسسات التي تعيش من ظهر الشعب دائما لا تحترم هذا الشعب ، موبيليس ، الضمان الإجتماعي ، بريد الجزائر و الكل المؤسسات التي تنهب من الشعب و الدولة ترعاها ماليا في حال أفلست","2022-03-17T08:35:00Z","0","1"
"580","لماذا لا ترعون المدارس المدارس القرآنية ، ترعون الفرق لكي يصهروا بالأموال في الملاهي","2022-03-17T08:37:00Z","0","1"
"581","ممكن حل لمشكل خدمة سلكني","2022-03-14T21:11:00Z","0","1"
"582","على وجه ربي سقمولنا الريزو اني كرهت","2022-03-15T13:35:00Z","0","1"
"583","Mobilis اخي انا نسكن في مدينة بوينان راهي المدينة كامل تعاني من نقص شبكة موبليس نحوسو على حل","2022-03-15T14:51:00Z","0","1"
"584","حسنو خدمة الانترنت الزبون كره","2022-03-14T19:15:00Z","0","1"
"585","دون نقاش وحوار غدآ سوفى أشتري شريحة موبيليس 🔥","2022-03-14T22:28:00Z","0","2"
"586","مع موبيليس 😉كونكنتي باطل 50 الف لشهر top 4 G","2022-03-14T20:06:00Z","0","2"
"587","شريحة سما خردة بالكم منها سرقة بام عينها","2022-03-18T19:03:00Z","0","1"
"588","J'invite tous les supporters de la JSK à acheter Mobilis !","2022-03-14T21:56:00Z","2","2"
"589","شكرا على 2 G ✌️🙂","2022-03-14T21:01:00Z","1","2"
"590","موبيليس الريزو وراه يروح !","2022-03-14T15:18:00Z","0","1"
"591","موبليس عالجونا المشكل رانا نعانيو لا ريزو لا كونكسيو","2022-03-14T18:26:00Z","0","1"
"592","لريزو انقطاع تام منذ البارح بوجود الرياح الشعب راه في غبينة😂كحلة","2022-03-15T15:48:00Z","0","1"
"593"," شكرا لخدماتكم وفيتم وكفيتم","2022-03-16T01:04:00Z","0","2"
"594","و الله في خمس سنوات معانات ليومنا هادا المشكل اني ساكن في وسط المدينة و لا حياة لمن تنادي","2022-03-14T15:54:00Z","0","1"
"595","يا موبيلبس ديرونا كود تحويل الى سما خلونا من تخلف تعكم قالك روح لمركز الخدمات يديرولك تحويل!","2022-03-14T15:18:00Z","0","1"
"596","الريزو راه كارثي في العاصمة شرق في الدار ماكانش وكي نخرج لزنقة طالع الريزو","2022-03-14T17:11:00Z","0","1"
"597","سڨموا الربزو من بعد شاركوا 😏","2022-03-14T15:16:00Z","0","1"
"598","التوفيق ان شاء الله شكرا لكم","2022-03-14T15:11:00Z","0","2"
"599","رانا نخلصو بصح الكنكسيو مكاش هدي ميش خدمة","2022-03-15T10:38:00Z","0","1"
"600","Réglolna la cnx bark 😡😡😡😡😡","2022-03-15T11:38:00Z","0","1"
"601","موبليس صحيتو على 2جيغا مهداه
ان شاء الله دائما ف ريادة","2022-04-16T23:35:00Z","1","2"
"602","وينها سهرة نقصتو في تدفق انترنيت. الله يهديكم","2022-04-16T21:39:00Z","4","1"
"603","ميهديكمش ربي وتنحو علينا عرض سما هذا ولا ترجعونا لعرض لقديم","2022-04-17T13:02:00Z","0","1"
"604","ايعقل في دائرة عين اميناس دائرة اغلبها قواعد حياة لعمال الشركات البرترولية وثكنات عسكرية اغلب قاطينها لديهم اشتراك شهري في خدمات موبيليس والخدمات شبه منعدمة ....اهكذا يتم معاملة الزبائن من قبل المؤسسات الاقتصادية ؟!","2022-04-16T22:48:00Z","1","1"
"605","ملقيت واش نقول كونيكسيون تخرجك من رحمة ربي تقول تمدو فيها بالمعريفة ولا تقطرو فيها بالقطرة","2022-04-17T01:44:00Z","0","1"
"606","السلام عليكم راه كاين مشكل في تدفق الانترنات وانشاء الله تحلوه في اقرب وقت","2022-04-17T00:52:00Z","0","1"
"607","الله يبارك","2022-04-16T15:51:00Z","2","2"
"608","شكرا لكم على هده الرعاية ولمثل هكدا برامج ، دمتم سالمين ♥️🌷🌷","2022-04-16T15:48:00Z","1","2"
"609","بالتوفيق انشاء الله","2022-04-16T23:11:00Z","0","2"
"610","الله يبارك في موبيليس","2022-04-16T16:17:00Z","1","2"
"611","من احسن المبادرات..في رمضان","2022-04-17T11:07:00Z","0","2"
"612","موبيليس علامة الجودة","2022-04-16T17:19:00Z","0","2"
"613","شاركونا قليلا من التغطية في القرارة غرداية .. رانا بدون تغطية و تعطلت مصالحنا …","2022-04-16T16:34:00Z","0","1"
"614","شكرا لقد وصلت الهدية 2جيغا","2022-03-20T16:32:00Z","2","2"
"615","والله يا موبيليس بسبب تدفق الانترنت الضعيف تاعكم رجع كل المشتركين تاعكم من ذوي الاحتياجات الخاصة","2022-03-14T12:04:00Z","0","1"
"616","سما خدمة جيدة","2022-03-13T13:14:00Z","3","2"
"617","لم استطع إعادة تعبئة رقمي وهذا طبعا بعدما حولتم رقمي من عرض مبتسم الى سما آليا وبدون أن أطلب ذلك","2022-03-13T21:21:00Z","2","1"
"618","نقعدو نشريو غير في ليبس ونبدلو فيهم ديرو عروض في لابيس لي عندنا وفقط","2022-03-13T11:20:00Z","13","1"
"619","ريزو راه ضعيف فلمنيعة بلايص مكانش قاع رانا نخسرو دراهم باطل","2022-03-13T13:06:00Z","0","1"
"620","جيت نحولها لسما راح الريزو وراحت الكونيكسسون مانعرف حتى الكومونتار يعدي ولا لا","2022-03-13T17:10:00Z","3","1"
"621","بعد ماخسسرتوني في 1000 دج وحدة اخرى نوكل عليكم ربي برك جيت نحول العرض تاعي لعرض سما نحيتولي لاكتيفاج تاع شهر وانا عندي نهارين منين اكتيفيت 1000 روحت نشكي في لاجونس قالولي مكانش تعويض عاود فلكسي 1000دج وحدة اخرى وفرات
","2022-03-13T17:59:00Z","0","1"
"622","عرض سيء جدا طريقة التحويل الى العرض الجديد خاطئة عليكم بتفعيل خدمة الرجوع إلى العرض السابق","2022-03-17T22:09:00Z","0","1"
"623","تبقى الخدمة سيئة تدفق صبيب الانترنيت لديكم ضعيييف جدا رغم انها عروض ممتازة لكن المشكل يبقى في الشبكة راكم مهملينها بزااف","2022-03-13T14:28:00Z","3","1"
"624","ياريت تحسين الشبكة والتغطية بالجيل الرابع خاصة على مستوى المناطق النائية","2022-03-13T13:05:00Z","0","1"
"625","كونكسيو مكانش كيفاه نديرو لعروض 😏","2022-03-13T21:04:00Z","0","1"
"626","عرض جيد","2022-03-16T22:02:00Z","0","2"
"627","نحتاج إلى تغطية قبل العروض ،طرحنا انشغالنا ولازلنا ولكن دون جدوى","2022-03-13T18:14:00Z","0","1"
"628","للاسف الانترنت تصبح غير مستقرة في شبكة موبيليس اثناء الفترة الممتدة من المساء الي غاية منتصف الليل حتي مع وجود تغطية جد جيدة يبقي المشكل عويص","2022-03-13T17:24:00Z","0","1"
"629","3adlo reseau","2022-03-13T12:24:00Z","0","1"
"630","حولت من موبتسيم لعرض سما اديتولي 1000 دج كريدي خارج الوطن هذا واش اسمه","2022-03-13T18:12:00Z","0","1"
"631","عرض ماشاء الله","2022-03-11T26:10:00Z","1","2"
"632","سقمو الكونكسو","2022-03-13T17:10:00Z","0","1"
"633","حسنو من نوعية الخدمات والباقي ساهل ووفرو التغطية اللازمة","2022-03-16T00:16:00Z","0","1"
"634"," فلكسية 1000 لبارح ليوم قيتها 748 واين رحو معلبليش ☹️ فهمونا درك نفلكسيو باه تسرقونا 😠","2022-03-13T11:18:00Z","0","1"
"635","سقدو ارواحكم مع ريزو نتاعكم وزيدو فتدفق رانا نعانو. صراحة وليتو تعيو بدينا نعيفو خط نتاعكم . وقلو مسريقة فلفاتورات","2022-03-17T18:02:00Z","0","1"
"636","اكبر خدعة دارتها في هذا العرض خليولنا الحرية في اختيار العروض .وخيرونا علاه مقلتوناش في الاول متقدرتش ترجع لعرض pixx","2022-03-25T00:20:00Z","0","1"
"637","لما تكون عندكم شبكة وتغطية، يمكننا السماع لكم. شخصيا تخليت عن شريحة موبيليس للأبد ولن أستعمل خدماتكم ابدا","2022-03-17T18:35:00Z","0","1"
"638","عرض سخي","2022-03-19T21:33:00Z","0","2"
"639"," التدفق ضعيف جدا إني أعاني","2022-03-19T21:40:00Z","0","1"
"640","ياموبيليس جيجل رانا نكونيكتيو ب نص g
ماتمسخروش بينا
كانت تمشي 4g عادي و الشهر الاخير رجعت 3g و الشهر.هدا رانا 2g
وتكمل هكا نكملوها في اسفل سافلين","2022-03-15T00:55:00Z","0","1"
"641","عروضكم ضعيفة جدا ولا ترقي الي متطلبات المواطن كفاكم تمسخير علي الشعب","2022-03-13T16:51:00Z","0","1"
"642","المشكل ف الكونيكسيون ماكانش و ليس في العروض","2022-03-13T11:15:00Z","0","1"
"643","نريد تغطية في شبكة في كامل تراب ساكني مناطق وليس كامل تراب الوطن لكين لكم احسن انجاز فقط","2022-03-13T11:34:00Z","0","0"
"644","كي فعلت عرض سما راحت الكونكسيو","2022-03-13T22:15:00Z","0","1"
"645","إنقطاع شبه تام لشبكتكم في الحدود الغربية من مغنية و أرواح هاود و زيد دايرين عروض ها سيدي هاه","2022-03-13T14:47:00Z","1","1"
"646","انا كملت مع الموبليس بسبب تذبذ ونقص في الحاد في الشبكة","2022-03-14T19:07:00Z","0","1"
"647","العروض اللي تطلقو فيهم هوما سبب سقوط الشبكة سقوط حر لوكان قعدت الأنرنت كيما بكري 1 جيغا بـ 100 دينار منلقاوش الضغط هذا","2022-03-13T17:31:00Z","0","1"
"648","الله يهديكم ريقلو غير ريزو تاعكم برك عروض معليش خلوهم توالا","2022-03-13T11:29:00Z","0","1"
"649","سڨمو غير الخدمات تاعكم لقدم","2022-03-13T11:35:00Z","0","1"
"650","هههههه ريقلو الريزو ومن بعد تقربو من الزبائن","2022-03-13T11:16:00Z","1","1"
"651","عرض لا فائدة فيه... حذراي من تحويلها إلى سما","2022-03-13T18:24:00Z","0","1"
"652","ورقلة 4g والكونيكسيو 000","2022-03-13T12:26:00Z","1","1"
"653","شبكة مبيليس اضعف شبكة في ولاية الاغواط وبهذا راح تخسرو جميع المشتركين.
شركة موبيلس مطالبة بتدعيم شبكتها وتحسين الخدمة ان أرادت المحافظة على زبائنها في ولاية الاغواط","2022-03-13T15:39:00Z","2","1"
"654","يودي ريقلوا رزو تاعكم برك في غليزان راه يعي","2022-03-13T12:55:00Z","0","1"
"655","كونكسو مكاش رعب ثقيلة هذو 3ايام","2022-03-13T12:28:00Z","0","1"
"656","في الجزائر فقط باش تستفيد من العروض لي يديروها les opérateurs لازم كل سمانة تبدل puce يعني تبدل الرقم
كان من الاحسن ديرو عروض جدد والناس ڤاع تقدر دير العروض هادي في نفس الشريحة ماشي لازم يقعدو يبدلو فالارقام 🤷🏼‍♂️","2022-03-13T16:44:00Z","0","1"
"657","الريزو راها ضعيفة هذه الايامات 🤔🤔🤔","2022-03-13T12:01:00Z","7","1"
"658","depuis le lancement de la 3G y a pas eu d'amélioration je crois qu'il y a plus de chance que Poutine arrête la guerre que votre réseau s'améliore 🙂","2022-03-13T19:05:00Z","0","1"
"659","في 3 ايام طارولي 13 جيڨا
Pix كانت أرحم
نضل نكونيكتي منكونسوميش 1 جيڨ","2022-03-13T12:37:00Z","3","1"
"660","بلا ريزو ولا كونكسيو","2022-03-13T15:26:00Z","0","1"
"661","سلام .... لقد كانت لدي 8 جيڨا و مكالمات و عندما حولت العر ض من pix إلى سما نحيتولي الكونكسيون ما هو السبب 😤😤😤","2022-03-13T20:22:00Z","0","1"
"662","سقموا غي الانترنت تاعكم و من بعد ساهل ...
و الله خيبتونا ... كل يوم تروح الانترنت من 20h ما تجيش حتى منتصف الليل ... 🤨🤔","2022-03-13T11:19:00Z","2","1"
"663","ريزو نتاعكم راه عيان بزااف.","2022-03-17T08:08:00Z","0","1"
"664","تذبذب ملحوظ لنهار اليوم فيما يخص شبكة الإنترنت","2022-03-13T22:51:00Z","0","1"
"665","درت العرض تاع 1000دينار مي مفهمتش نحكي شوي يخلص الكريدي لي عندي (sama net 1000da)","2022-03-15T17:51:00Z","0","1"
"666","أفضل بكثير من ما كانت عليه","2022-03-14T09:26:00Z","0","2"
"667","خفيف فالكنكسيو العرض هذا","2022-03-14T09:29:00Z","0","2"
"668","عروض ملاح","2022-03-16T22:09:00Z","0","2"
"669","انا نسكن في وهران ولا توجد تغطيه","2022-03-13T17:53:00Z","0","1"
"670","عرض pix افضل","2022-03-13T12:56:00Z","0","0"
"671"," هو أن الفايسبوك ليس مجاني إلى بعد نفاد حجم إنترنت عكس بيكس الغير محدود لذا اريد عودة إلى عرض قديم","2022-03-13T15:26:00Z","0","1"
