text,label,label_raw,source_dataset,emoji_flag
Wachbikom nas tt9dam oo ndoma rizo mzl msgmtohch😥,0,-1.0,dataset_1,0
.luci_fer 😂😂,1,0.0,dataset_1,-1
و لا سويتش مادارو والو عليها,0,0.0,dataset_3,0
مرحبا،الرجاء تقديم اكثر توضيح على الطلب مع رقمك الهاتفي عبر رسالة خاصة (Messenger) لتحويله الى المصلحة التقنية شكرا,1,0.0,dataset_1,0
أفضل عرض من أوريدو هو عرض سويتش,2,2.0,dataset_3,0
Dartha hayla ms 500da,2,2.0,augmented,0
I am translating the songs and I need followers so if follow me if you want 🌀🌀,1,0.0,dataset_1,0
Jami darou haja teslah,0,-1.0,dataset_1,0
bandwidth throttling 💩💩,0,-1.0,dataset_1,0
100 30g ooredoo بالبطاقة الذهبية نفليكسي,0,0.0,dataset_3,0
و الله اوريدو اكبر سراقين احسن شبكة جيزي,1,1.0,dataset_3,0
ياو الفليكسي ساهل ياو الأنترنت راهي ضعيفة بزاف انستاغرام بسيف باش دخلتلو والله ديرولنا حل متخلوش لواحد يندم كي شراها 😤😡😡,0,-1.0,dataset_1,0
بكم سعر مودام جيزي 4g ؟؟,1,0.0,dataset_1,0
ما نزيدش نحط كومنتار البوسط لي فات شبعتو عليا ضحك 😭😭,1,0.0,dataset_1,0
hh no ani bien hakda 😒😁,1,0.0,dataset_1,0
متعامل علي وجه ارض,2,2.0,augmented,0
كونترول 0660هل بالتزام وهل نقدر نحافظ على رقمي بعد مرور الالتزام,0,0.0,dataset_3,0
لم أستطع تثبيت البرنامج,1,1.0,dataset_3,0
تمني تجوبي انا عندي سويش عطوني مدولي كول شهرG 50 خلصتلي نقدر حولها هدا عرض جديد كما لي عندك نتا اتنا جبني خو,0,0.0,dataset_3,0
راني حاب هدره مع دجيزي برك,1,0.0,dataset_1,0
خويا نسقسيك عندي 8ميغا حاب نرجعها 4 ميغا تصلح,0,0.0,dataset_3,0
شكرا جزيلا والله كل شي مزيان,2,1.0,augmented,0
الخاوة حابة نكتيفي top 4g mobilis 500. <br>والمشكل انو 4g كاينة في الولاية بصح مالحقتش المدينة لي راني فيها. <br>اسكو كون نديرها تمشيلي ول لا ؟<br>لي عندو معلومة يفيدني. وشكرا.,0,0.0,dataset_3,0
#djezzy go to the hell ➡😈,1,0.0,dataset_1,0
عندي réclamation توجور نبعثلكم في الخاص ولكن لا حياة لمن تنادي,1,0.0,dataset_1,0
هل من عروض جديدة في بيكس موبيليس,0,0.0,dataset_3,0
regliw reseau,0,-1.0,dataset_1,0
Vive mobilis 100da 20go 400da hadrra l tous les rèseaux hadrra illimité mn mobilis l mobilis👌🏻,2,2.0,dataset_2,0
لابيست 4 جي نافيڨي فيها ؟,0,0.0,dataset_3,0
حبيت نسقسيكم برك متى تتوفر تغطية الجيل الرابع في كامل التراب الوطني,1,0.0,dataset_1,0
راني نضل نشكي من تدفق الانثرنث في ولاية جيجل خاصة مناطق جبلية,0,-1.0,dataset_1,0
الاختيار رقم 7 موجود لكن عنده دخول اليه اختيار توب 4 جيا مكاش,0,0.0,dataset_3,0
ماعندكش بزاف كنت تشكر في جازي,0,0.0,dataset_3,0
Ta7ya orido,0,-1.0,dataset_1,0
.sebai 😂😂,1,0.0,dataset_1,-1
انا ديما ندير 40جيغا ونستهلك غير 10جيغا والباقي نتحوهالي علاش هكذا تحوسو نبدلو الشبكة ونروحو كامل لمبليس ولا نجمة,0,-1.0,dataset_1,0
والله ممتاز والله,2,2.0,augmented,0
Djezzy mliha abonnement,2,2.0,augmented,0
Fiha limitation 😂😂,1,0.0,dataset_1,-1
عندك الحق اخي هادو العروض الاحسن لي ءكرتهم عندي سويتش 1500 الانترنت ملبحا فبها و جيزي 800 كذالك عرض شباب واصل اخي إبداع .,2,2.0,dataset_3,0
براك الله فيك,0,0.0,dataset_3,0
Djezzy a33,0,-1.0,dataset_1,0
كونكسيون نتاعكم خماج😤😤,0,-1.0,dataset_1,0
مع ذلك احسن انترنت في الجزائر,2,2.0,augmented,0
Vive ooredoo la switch,2,2.0,dataset_3,0
ana 30g rahat fi 15 j,0,1.0,dataset_2,0
انا كلما نفليكسي فيها يسرقوهملي مافهمتش علاش راني في المئة وخمسين الف ودوك راني دايرتها غير نغوسوڤي برك نقعد نخدم على الجيزي كرهتها والله مافيهاش حتى فايدة,0,-1.0,dataset_1,0
هل عرض جيزي امتياز 600 دج تفليكسها يمدولك بونيس متوفر ؟؟,1,0.0,dataset_1,0
انا كملولي لي ميغا وبقات تمشيلي بنفس سرعة كيما فيها لي ميغا,2,2.0,dataset_3,0
100الف في الشهر كاين ؟ وفيها سرعة منخفضة ؟,0,0.0,dataset_3,0
مكانش العرض في •600#,0,0.0,dataset_3,0
N9dro nchroha dok wla .dz,1,0.0,dataset_1,0
ينقصو فطول من يزيدو فلعرض منهيه سراقين 👎🏼,1,1.0,dataset_3,0
عروض امتياز ميطلعوليش مع علم عندي عمين هي عندي بيس تاع جيزي,1,1.0,dataset_3,0
تصلح في هبال ولا هايلة بزاف,1,0.0,dataset_1,0
والله يا خويا ماعجبني حتى عرض,1,1.0,dataset_3,0
كونكسيو تاع عيانة خلاها تعملي في عروض مبعد طلع كونكسيو في حالة غير تسرقي هذا مكان,1,0.0,dataset_1,0
حسبي الله ونعم الوكيل 40جيقا راحت في 8يام اليوتيوب ثقيل 144 منقدرش نتفرج 😭😭,1,1.0,dataset_3,0
خاطيك التقديم,0,0.0,dataset_3,0
Oui,1,0.0,dataset_1,0
Djezzy كرهنا من هاد الإجراءات الشكلية تاعكم راكم ديتوا المعلومات تاعي مئة مرة و حتى حاجة ما تسكمت غي بركاونا من الهف,0,-1.0,dataset_1,0
الخدمة تاعكم رائعة صح,2,1.0,augmented,0
Saduki Amine انا بدلت هاد الشهر عانيت خو روح شكيت شحال من خطرة ايا ما حبوش يفهمو بلي راني نشري بدراهمي روح جبت اوريدو سويش خير منها ض,0,-1.0,dataset_1,0
انا عندي اوريدو سويتش ميعطيونيش بونيس في رمضان؟,0,0.0,dataset_3,0
Ana andi haya switch mliha,2,2.0,dataset_3,0
Viv Ooredoo diimA,2,2.0,dataset_3,0
Yaw fa9o,1,0.0,dataset_1,0
تحيا السويتش اوريدو,2,2.0,dataset_3,0
مرحبا،يرجى التواصل بنا على الخاص و تقديم رقمك الهاتفي لنتمكن من إفادتك.نسرين من جازي 🙂,1,0.0,dataset_1,0
>علاه خدام عندك,1,1.0,dataset_3,0
كيفاه ديزاكتيفي سما وترجع مبتسم,0,0.0,dataset_3,0
وين راهم عروض رمضان ولا مكانش هاد العام 🙄🙄,1,0.0,dataset_2,-1
مؤسسة فاشلة,1,1.0,dataset_3,0
كونيكسيون راها ثقيلة ف الارهاط,0,1.0,dataset_2,0
جيزي فيها احسن العروض حاليا بالنسبة ليا لكن السرعة مارهيش مليحة,2,2.0,dataset_3,0
موبليس طوب كتجي كنت نخدم بيها بصح دركه وليت ثقليه دركه راني نخدم بجيزي ماكسي,1,1.0,dataset_3,0
نتا لي عندك ليميت انا ماعنديش 😑 في جيزي تمشي عادي,2,2.0,dataset_3,-1
احترموا عقول الناس.. مستوى رديء.,1,1.0,dataset_3,0
مشاء الله أخي و صحة فطوركم,0,0.0,dataset_3,0
.dz mala tahecholna diro 300 da 5go wahedha bla 500 da hadik,0,-1.0,dataset_1,0
اريد ان ازيل خاصية مسنجر مجانا و النظر إلى صور دون autorisé les données,0,-1.0,dataset_1,0
خويا انصحني حاب نشري <br>Smart tv,0,0.0,dataset_3,0
سلام عليكم أول تعليق على ما أظن .اللهم صل وسلم و بارك على سيدنا ونبينا وحبيبنا محمد صلى الله عليه و سلم,0,0.0,dataset_3,0
Mdrr je préfère la mienne 600da,1,0.0,dataset_1,0
اصلاح الشبكة اولى.,0,1.0,dataset_2,0
4G m barah makanch mayahdikomch rabi ? W service clients 3lah diroh ki matrfdoch 3laa les clients ?,0,1.0,dataset_2,0
Salam 3likom Rana nestanaw dirana test ta3 had la pus Bach nchofo la cnx ida mliha ou nn w merci hbb,0,0.0,dataset_3,0
تهنيت منهم من 2010,1,1.0,dataset_3,0
عجبني عجبني هاد هاد العرض بزاف ربي يوفقكم,2,2.0,augmented,0
شكرا جزيلا 💯 كل شي مزيان,2,2.0,augmented,1
اوريدو قولد عرض علامة,2,2.0,dataset_3,0
🥰🥰,0,0.0,dataset_3,1
مقلتناش أوريدو 100 دينار واش فيها,0,0.0,dataset_3,0
كي تسڨمولنا ريزو ثما نعيدو,0,-1.0,dataset_1,0
السلام عليكم و رحمة الله. المشكل في سرعة الانثرنت . و هل يمكن أن تشتري خط جديد مع الاحتفاظ بالرقم القديم انتاع لاوين,1,1.0,dataset_3,0
.dz oh merci bcp😻,2,1.0,dataset_1,0
ماكانش انترنات يا السراقين,0,-1.0,dataset_1,0
حبيت نسقسيك عندي بروبلام في رادمي راحتلي بيس وحدة ولا يمشي بوحدا اسكو نقدر نرجعها ولا لا ارجو الاجابة و شكرا,0,0.0,dataset_3,0
الانترنت تاعكم للاسف صفر فوق صفر,0,-1.0,dataset_1,0
الخدمة تاعكم رائعة ❤️,2,2.0,augmented,0
Djezzy CONFORT 😎😍😉 العرض لي تلقاو فيه راحتكم من كل النواحي 🤔🤔 سعر، جودة و إمتيازات رائعة واش راكم تستناو #Djezzy #Confort #DZ #Offre,2,1.0,dataset_1,1
تحيا موبيليس pixx 😊😊😍🌹 Sama غي شكلة,2,2.0,dataset_2,1
مهزلة كبيرة حسبنا الله ونعم الوكيل فيهم,1,1.0,dataset_3,0
"Ooredoo calculit fiha ch7al nakol l&#39;internet par raport ch7al tna7ili hia b logiciel wasmo NetBalancer, sabthom swa swa ma yaklo les giga ma walo..<br>Mafhemtche 7ata welat nas kamel yqolo 3lihom seraqine..<br><br>Djezzy talegtha 3andi ch7al, psk kanet 3andi puce Comfort 200DA 80GB fiha limitation 256kbps men 8 te3 lil 7ata 12, service machi ghir yreja3 lwa7ed yseb normal..",0,0.0,dataset_3,0
ياخويا نصيحة حاول تختصر كلام ومطولش الفيديو,0,0.0,dataset_3,0
وأخيرَا هه,2,2.0,dataset_2,0
تقولو راسلونا ونتم مترجعوش علا ميساج والله اصبح خط جيزي سيء للغاية اذا متحلوش المشكل والله نغير الخط لنجمة او موبيليس,0,-1.0,dataset_1,0
اعطيني بديل عرض جيزي هايلة بزااف من فضلك,0,0.0,dataset_3,0
ممكن كاش حاجة لي تسريع top 4g,0,0.0,dataset_3,0
Merci pour l&#39;info et pour la 4glte modem et top 4g il ya du nouveau ou non ..,0,0.0,dataset_3,0
يا جماعة الدعم ..عاونو بعضاكم في الجزاىر . ابونيو في ليشان تاع بعضاكم,0,0.0,dataset_3,0
ABDELDJALIL MOUDER,0,0.0,dataset_3,0
حاليا عندي موبيليس أقوى من اوريدو,2,2.0,dataset_3,0
🔥🔥بعد اذن اخونا الادمن لكل من يريد الزيادة او النقصان في الوزن مرحبا به عبر صفحتنا 👇👇 🔥🔥,2,1.0,dataset_1,0
دنيا قاع تشتكي واقيل غير انا لي راني راضية عليها 😂,2,2.0,dataset_2,-1
تجربة رائعة 🌟 نشكركم,2,2.0,augmented,1
اConnexion ثقيلة بزااف ريقلوها وممبعد حطو عروض,0,-1.0,dataset_1,0
من فضلكم انترنات 600 تع شهر انترنات محدودة ولا غير محدودة,1,0.0,dataset_1,0
Ma3lich tgololi kifah ngl3 free mn messenger 😑😑Hblni mani n9d nchof waloo,1,0.0,dataset_1,-1
سرب سرب يا خويا وراني معاك,0,0.0,dataset_3,0
شرح زيرروو<br>وتصوير ازوور منوو,0,0.0,dataset_3,0
فضلا و ليس أمرا ❤️ أدعوكم لزيارة بروفايلي أنا صانعة أكسسوارات الشعر مبتدئة 🎀 أرجوا دعمكم لي و شكرا ❤️❤️❤️,2,1.0,dataset_1,0
أهدر مليح ماجي تهدر ..خخ,0,0.0,dataset_3,0
مامشالي خويا يدوموندي كارت فيزا,0,0.0,dataset_3,0
تحيا موبيليس 👍👍,2,2.0,dataset_3,1
لباس بيها كانت عندي قبل 🌹🌹 مع تحياتي,2,2.0,dataset_3,0
كيفاش نرجعها هاكا ان عندي سويتش ان تاني,0,0.0,dataset_3,0
وش دارو في سويتش فهمنا,0,0.0,dataset_3,0
Rockstar games and Rockstar north👌💛🔥,2,1.0,dataset_1,0
شكرا جزيلا 👍 كل شي مزيان,2,2.0,augmented,1
تغيير سلبي,1,1.0,dataset_3,0
Pix 1200da Facebook gratuit ?,0,0.0,dataset_3,0
لكونيكسيو ثقيلة بزاف,0,-1.0,dataset_1,0
ممكن أكثر توضيح من فضلك ؟,1,0.0,dataset_1,0
Ana mein activit forfait sama hada mmakanch Kamel cnnx youtube makach les photos f Facebook makach cnnx t9ila es ce que n9dro n3awdo nrdj3o le forfait pix,0,1.0,dataset_2,0
Djezzy الأنترنت راني ضعيفا منذ شهر وراني نفليكسي 1200 ولى 1500,0,-1.0,dataset_1,0
ابعثتلكم في الخاص,1,0.0,dataset_1,0
Votre connexion es de plus en plus pire depuis quelques mois,0,-1.0,dataset_1,0
خخ لكان غير جاو يليميتيوها ف 1mbps 😂 انا عندي 100kbps ماتفوتهاش,1,1.0,dataset_3,-1
شعب زبي ؟,0,-1.0,dataset_1,0
اي بيا كي وفيت,0,0.0,dataset_3,0
ما مشكلة الأنترنت عندكم، البارحة واليوم على الساعة 20.00 لا أستطيع الدخول إلى نتفلكس pubg و pes,0,1.0,dataset_2,0
جيزي كونفور انترنات طيارة مافيهاش ليميطاسيو عند 😍😍,2,2.0,augmented,1
باراك الله فيك اخي لكريم ❤❤,2,2.0,dataset_3,0
سرفيس مليح ✅ برافو,2,2.0,augmented,1
الشهر التالي مع جيزي مكانش منها خسارة الدراهم كونكسيون مكانش ولا ثقيلا الحجر وكونكسيون ثقيلا ومنعدمة أغلب الوقت بزاف فقنا بكم,0,-1.0,dataset_1,0
"500 da wela 300 da , kif kif rani dayer special 200 da/ mois jamais consomit forfait internet ,indoor ta3kom zero",1,0.0,dataset_1,0
regliw reseau w mba3ed sahl,0,-1.0,dataset_1,0
سويتش هل هي أحسن وليميطاصيون عرض,2,2.0,augmented,0
سلام، ندعوك لتقديم عبر رسالة خاصة (Messenger) رقمك الهاتفي والعنوان وكذلك احداثيات المنطقة (GPS) لتحويله الى المصلحة التقنية. زهرة من جازي 🙂,1,0.0,dataset_1,0
._.purple ya kho rir badlha rahom yasr9o fik 👍👍,0,-1.0,dataset_1,1
صراحة قررت مانزيدش جيزي وللابد خلاص وهذا انا فايتة 15 سنة بجيزي .. كارثة اخي اصلا 1 ميغا والله ماكين والمشكل على 8 تع صباح ومكاش يعني سريقة عيني عينك,1,1.0,dataset_3,0
9asdo li kant 3ando puse top 4g ou bdlha ll pixx darlhom had l3afsa,0,0.0,dataset_3,0
موبيليس الاختيار الامثل ♥,2,2.0,dataset_2,0
cnx mobilis sahito ta3kom khfifa bzff,2,2.0,augmented,0
مزية حبستو تع ريفكا و ستانلي😂,0,-1.0,dataset_1,-1
للأمانة.. عرض فاشل بأتم للكلمة من معنى 😕,0,-1.0,dataset_1,0
Lamiss Simone انا ثاني الايموجي هذاك يلعبلي عالمورال اكثر من التعليقات تاعهم 😅😅,1,0.0,dataset_1,-1
والله عياتنا موبيليس بضعف شبكتهاتخيل المكان الذي اسكن فيه تغطية ضعيفة جدا الى حد انو نقلبها الى 3g لكن دون جدوى,0,1.0,dataset_2,0
اك غالط خويا لعزيز هذه ليست 4جي هذي 1جي يرحم والديك مابقيتش تحكي على 256او رأسي يعود يوجه..الناس عندها سرعة الإنترنت 1400ميغا 5 جي وانت ..,1,1.0,dataset_3,0
slm . l code Netflix 3andak,0,0.0,dataset_3,0
اولدي كونكسيون ضعيفة مقدرتش مامبا نكمل 13جيغا,1,1.0,dataset_3,0
ونجاح بتوفيق,2,2.0,augmented,0
Bonne continuation .dz continuation .dz,2,1.0,augmented,0
برافو عليكم  استمروا هكذا,2,2.0,augmented,0
عروض بيكس خير من لي راك تحكي عليهم 100 ألف <br>المدة 30 يووم <br>فيها مع موبليس بااطل <br>200 الف مع جميع شبكات <br>13 جيغا + فيسبوك مجاني,2,2.0,dataset_3,0
كيف يمكنني مساعدتك ؟نسرين من جازي 🙂,1,0.0,dataset_1,0
هل هناك جديد عن مسابقة ايزي رحلة إلى مانشستر سيتي,1,0.0,dataset_1,0
Connexion de merde,0,-1.0,dataset_1,0
لمحبي الرسم 🎨🖌️ ادخلوا حساب صديقتي رسوماتها رائعة إذا اعجبكم رسمها إدعموا موهبتها تحتاج إلى دعمكم هذا حسابها الخاص بالرسم,1,0.0,dataset_1,0
Stivane Stiv صح عيدكم 🙂,1,0.0,dataset_1,0
👍👍👏👏,2,1.0,dataset_1,1
هل هو فاتورة نولي كل شهر نخلص إجباري ولا نو,0,0.0,dataset_3,0
Abonnement?,1,0.0,dataset_1,0
w9il,1,0.0,dataset_1,0
عرض سوتيش هو الأفضل والسرعة تلحقلي فاليل حتى 12 ميڨا <br>لكن الحاجة الوحيدة الي ماعجبتنيش هي كي يخلاصو لي جيڨا قبل نهاية الشهر ماتقدرش تجدد العرض حتى اليوم الاول من الشهر الجديد <br>يعني كي يخلاصو ليجيڨا فوسط الشهر مام تفليكسي وماتمشيش وهذا الي زعجني دايما عندي هاذ المشكل,2,2.0,dataset_3,0
😡😡,0,-1.0,dataset_1,0
الحمد لله عندي هيا سويتش انترنات اليمتي منسنتاش اي عرض نتفرج بها واش بغيت الابي تفي يمشي فوور علعام راهي عرض,2,2.0,dataset_3,0
La gold ooredoo 34mb et 36 apl🔥🔥 zemmouri boumerdes,2,2.0,dataset_3,0
ريزو و انترنت اوريدو هذا اليامات راه كارثة و أغلبية الناس تعاني منو مافهمناش المشكل منين و هل كاين اعدادات نخليها تكون مليحة,1,1.0,dataset_3,0
راني مدايرها مكانش يوتيوب ايليميتي 😂😂..,1,1.0,dataset_3,-1
الانترنات بطيئة عصر حجري,0,1.0,dataset_2,0
ياو ظير على حساب زوالي انا ونتا مناش كيف كيف👌,0,0.0,dataset_3,0
موبيليس تقول ،لونتيل تاع بدرى،اسوء شبكة،,1,1.0,dataset_3,0
نشكركم على المعاملة ولكن عندي مشكل فيما يخص اشتراك لاوين كونترول حاليا انا بدون انترنت واعادة التعبئة تكون في 24 من شهر أفريل اريد حلا وليكن في علمكم ان 13 جيڤا تخلاص بسرعة اريد من سيادتكم ان تضاعفو لنا كمية الأنترنت للاستفادة أكثر وزرع المحبة وتعزيز الثقة,0,1.0,dataset_2,0
صيف بزاف شباب بصح كونكسيو تاعكم ماشي كامل شابة 😑😑,0,-1.0,dataset_1,-1
خوتي راني شاركت فوحد المسابقة و جامي ربحت في حياتي باغي نربح لي يقدر يعاوني يديرلي غي جام على الكمنتار تع المسابقة بلييز 😥😥,1,0.0,dataset_1,0
Yew ahki direct machi blés code za3ma haha fort wala roh tkwd ok,0,0.0,dataset_3,0
Djezzyيا اخت نسرين ولا زهرة ردو عليا فالخاص راني بعتلكمسلام عليكم سي نورمال في 27 جويلية درت أبونمو تاع 1500 عتاولي 50 جيڤا معا 300دج هدرة و ليوم 31 جويلسة خلاصلي كولش يعني بعد 3 أيام.. من فضلك جاوبني ✋🏼🖐🏼👋🏼,1,0.0,dataset_1,0
دجيزي راهي غي ماشية وتخسر يلا قعدت هاك نبدلها نورمال,1,1.0,dataset_3,0
Lte ta3ko t9ol rak tconicti b 2g,0,-1.0,dataset_1,0
Svp khawti ana 1 f ndir djezzy hadi Ta3 40G e 300d kifh ndir bch nchouf chhl b9wli,1,0.0,dataset_1,0
الانترنت جد ضعييفة عدلو انترنت تاعكم من بعد هدرو على العروض راكم تعيو,0,-1.0,dataset_1,0
خاص بالأنترنت ومهدرتش على الأنترنت,0,0.0,dataset_3,0
شحال راهي دير هادي,1,0.0,dataset_1,0
عروض مليحة بزاف,2,2.0,dataset_3,0
خويا قبل ما تبدى فيديوهاتك اتبرى من سوء الاستعمال الانترنت <br>باش ماتديش دنوبهم <br>نتا العائلة كامل يتابعوك ونشجعوك واصل 👍👍💯💯☺️,0,0.0,dataset_3,1
جازي في عنابة راه يطير شريكي ومكانش ليميتاسيون 3 تع القايلة ب 21 ميغا.. وزيد .. موبيليس ميفوتش 1 ميغا عندنا,2,2.0,dataset_3,0
فهموني علاش مرانيش نقدر نعيط من لبارح راهي تخرجلك الخط موقف مؤقتا راه رصيد فيه دراهم وهدرت بيها حبستولي الخط ولا ريزو لي راه كما انا يفهمني على وجه ربي ورجعولي في الخاص,1,0.0,dataset_1,0
من حيث المكالمات مشكورون على التغطية,2,2.0,dataset_2,0
.laou,1,0.0,dataset_1,0
راك تخدم بلمودام ولا تيليفون,0,0.0,dataset_3,0
شريت بيس جديدة ومقراش ريزو كفاه نفتحها,1,0.0,dataset_1,0
كيفاش تتلعب هادي مسابقة,1,0.0,dataset_1,0
عرض متوسط,0,0.0,dataset_3,0
ليوم شريت جيزي كونفور مليحة مافيهاش ليميطاسيو انترنات طيارة 😍😍,2,2.0,dataset_3,1
😢😢 السرعة المنخفضة 512,1,1.0,dataset_3,0
هه.طوب 4ج نتاع موبيليس تصل الى77جيڨا في الشهر ب500دينار فقط,0,-1.0,dataset_1,0
حبيت نحيها رحمة على والديكم كيفاه ملاتلي دراهمي ولى نحي puss,1,0.0,dataset_1,0
تم الرد.,1,0.0,dataset_1,0
A mon avis chekla hadi je préfère 800da fiha 20go w illimité vers djezzy et 800da vers tous les autres réseaux,0,-1.0,dataset_1,0
استعملت التعبئة عبر الانترنت بالبطاقة الذهبية ، الدراهم ديتوهم و لكريدي مالحقنيش ، مع العلم انني درتها الشهر الماضي بدون مشاكل ؟!,1,0.0,dataset_1,0
انا لحقت 70 لحقت 70 ميغا,2,2.0,augmented,0
Adsl 2.10 mg,0,0.0,dataset_3,0
Thrcho bina 300da?? 300da la puce fargha w tflixi 500da sama twali 800da l 15jours alors fi chher 1300da 10Go berk yarbi ychdolk nher thrcho bina tm3o fina je préfère nchri ta3 1400da fiha 300da crédit w 40Go parapor sama mdertona afer ma walo au contraire,0,-1.0,dataset_1,0
عجبتني بزاف المقدمة الجديدة,0,0.0,dataset_3,0
.physmo u need New one bro,1,0.0,dataset_1,0
Djezzy deja fiha debit reduit mdr,1,1.0,dataset_3,0
merci je vais basculer vers cette offre des que j'ai fini mon abonnement du mois,2,2.0,dataset_2,0
دجيزي عندي مليحة وهي المخيرة وفيها فيسبوك مجاني بدون شحن,2,2.0,dataset_3,0
Connexion merdique,0,-1.0,dataset_1,0
.u نشكرك على الاقتراح 😊,1,0.0,dataset_1,0
200دج بزااف القدرة الشرائية لي المواطن لاتسمح,1,1.0,dataset_3,0
لي يسمع هدي لي تهدر يجيه القيء ما هدرت عربية ما هدرت فرونسوية عقلية الشعر تاع لفرونسي لي رخستنا,1,0.0,dataset_1,0
.kahil ميمدو لابونيس لا شوي كريدي لا والو مشحاحين,1,0.0,dataset_1,0
ياخاوني أكبر حشوة هدي هيا حرزو تغلطو,1,1.0,dataset_3,0
هادي تبقى من بعد شهر لي يكمل الكريدي ولا تكمل فيه,0,0.0,dataset_3,0
تحيا جازي,2,2.0,dataset_2,0
Meharzi vs .7 تسما فيها😂😋,2,1.0,dataset_1,-1
يلا تحسنو خدمات الانترنت معليش باسكو راهي تقتل,0,-1.0,dataset_1,0
Djezzy ريڨبونا يرحم والديكم في أقرب وقت,1,0.0,dataset_1,0
سقمو الفيتاس تاع كونيكسيون تيعكم يا الشكوبي .,0,-1.0,dataset_1,0
Rockstar games 🔥❤️🔥❤️,2,1.0,dataset_1,0
راسك يحبس..عندك حق,0,0.0,dataset_3,0
وش راكم تلعبو ووش هي الجوائز 🤔 .dz,1,0.0,dataset_1,0
Kmltha 40 g t3km mtkfish,0,-1.0,dataset_1,0
وين صرات هذي,1,0.0,dataset_1,0
Bejaia il se vend 1300da,0,0.0,dataset_3,0
على حساب البلاصه انا عند 50 ميغا قوة,2,2.0,dataset_3,0
Redhwane Med إن شاء الله بربي 😂😂,1,0.0,dataset_1,-1
كونكسيو تاعكم سرييعة جدا لي يقدر يلحقهى غير الحلزون ماشالله تفوو على كونكسيو تاعكم,0,-1.0,dataset_1,0
500 ميغا جاتك قليلة ..هه ..,1,1.0,dataset_3,0
انا من تيزي من عام,2,2.0,augmented,0
اعدلو جد ال4G برك,0,-1.0,dataset_1,0
الله يرحمها 🙏,1,0.0,dataset_1,0
ولا كونيكسيو لي راهي تروح؟؟ 🙂🙄,0,1.0,dataset_2,-1
Réglo internet allah yehdikom malkom baghyin thablona,0,1.0,dataset_2,0
مليح العرض هذا توب,2,2.0,dataset_2,0
حبسوهالك راها عندك فيها فاتورة لازم تخلصيها قبل ما تزيد باش يطلقوهالكديري حسابك كل ما طولي تزيد الفاتورة مالا روحي لجيزي ولا اي محل خلصي الفاتورة. راها تبقا تزيد,1,0.0,dataset_1,0
وعليها رايح ندير ابوني ولايك للقناة,0,0.0,dataset_3,0
وسمها لابيوس تاع أوريدو تاع لابنمو ؟؟,0,0.0,dataset_3,0
للأسف راني بهاد لابيس وراح نجهل من شدة تقيلة سرعى تاعها 20kb,1,1.0,dataset_3,0
سراقيين الغو هاذ عرض عرض فاشل,0,1.0,dataset_2,0
كونكسيو شعر,0,1.0,dataset_2,0
رانا نستناو في الانترنت الفضائي,1,1.0,dataset_3,0
يا ناس هذه الغروض لا يتجاوز صبيب الانترنيت فيها أقصى من نصف ميڨا 0.55 ميڨا 😢😢😡 انصحكم بمقاطعته,0,1.0,dataset_2,0
ما مشاتليش,1,1.0,dataset_3,0
مع موبيليس 😉كونكنتي باطل 50 4 G الف لشهر top 4 G,2,2.0,augmented,0
Li khasso netflix ychof story ta3i,1,0.0,dataset_1,0
aya warah,1,0.0,dataset_1,0
مشكور على المعلومات القيمه,0,0.0,dataset_3,0
كفاش التزام كش واحد يفهمنا,0,0.0,dataset_3,0
اييه لهنايا نتفاهمو موبيليس نتفاهمو موبيليس,2,2.0,augmented,0
ااوريدو سرقين او يكل حرام و ريب,1,1.0,dataset_3,0
بن صوشة عبد الكريم win taskon,1,0.0,dataset_1,0
حسنونا الريزو رانا ملينا من الإنتظار..,0,-1.0,dataset_1,0
درت أوريدو تهنيت كونكسيون قاوية,2,2.0,dataset_3,0
اوريدو شركة سراقة اكثر منهم كل,1,1.0,dataset_3,0
Win rahi zyada ta3 debi réduit top 4g mazalha 33k,1,1.0,dataset_3,0
بالتوفيق إن شاء الله,2,2.0,dataset_3,0
اعطينا الاسعار الجديدة لاتصلات الجزائر,0,0.0,dataset_3,0
حاب نسقسيك تقدر تخدم باوريدو سويتش بعد انتهاء الجيغا ولا <br>وزيد انا جامي خدمت بيس وراني نتفرج ياسر وهكا معظم الوقت بتليفون تفيدني شريحة هاذي ولا فكني منها للمعلومة نقدر نتفرج بدقة اقل في يوتيوب ولا منصات بثوث مباشرة تجيني عادي يعني 340p هكا تكفيني 50 جيغا,0,0.0,dataset_3,0
"Bonsoir, Nous vous remercions de nous avoir contacté. Nous allons vous répondre le plus vite possible, merci =)",1,0.0,dataset_1,0
bravo et bon courage merci,2,2.0,dataset_3,0
-ben,1,0.0,dataset_1,0
كامل كيف كيف يا اخي,1,1.0,dataset_3,0
نتا علاه راها كالياتك طيحتلك قوتلك حاجة 😒😪😪وجوه شكوبي عطي لروحك قيمه,1,0.0,dataset_1,0
Kamel el moutatalabat b debit hyper lent !! J'ai jamais vu un debit aussi merdiqie que celui de ces jours ci !!,0,-1.0,dataset_1,0
التبهديل في هاذي لبلاد .. والله شيء مخجل هاذي الليميتاسيون.. شفت 4G في بلاد أخرى والله تفوت 100mega تاع débit..,1,1.0,dataset_3,0
تحيا موبيليس,2,2.0,dataset_2,0
مازادولهمش فالتدفق ، مازالت عندي 2 ميغا 😔,1,1.0,dataset_3,0
