text,label_raw,source_dataset,label,emoji_flag
بلاد شكوبي ميصلح فيها والو,-1,dataset_1,0,0
الله لا يتربحكم ياالسراقين 3 مراات وانا نفليكسي ندخل باه ناكتيفي نلقاها راحت,-1,dataset_1,0,0
اولا انتم منافقين تردو على تعليقات التهنئة و لي فيها مشاكل الزبون لا نظن مهمتكم الاولى تصليح مشاكل الزبون و أخذها بعين الاعتبار ثانيا انتم سارقين وكيلكم ربي,-1,dataset_1,0,0
كش عروض للعيد اودي خلونا نتمتعو بشوي كوناكسيو *-*,-1,dataset_1,0,0
ني صحة عيدكم ني شكوبي سراقين ياناس اخطاكم من جيزي كونيكسيون خری تحيا اوريدو كونطر علی جيزي,-1,dataset_1,0,0
عيد مبارك وكل عام وكنكسيو مكاش وثقيلة ودرهمنا ربي يخلف 😂😂,-1,dataset_1,0,-1
محمد محمد هه رواح شوف حتى جيزي و ترد على تعليقات بالوجوه 🤣🤣 حاسب غير الحلابة لي عندنا فالقرووب يديرو هاك,0,dataset_1,1,0
عيد اضحى مبارك,0,dataset_1,1,0
او اكلقونا لميغات راهي ليوم 31 جويلية يا ناس يهديكم ربي راني نعيط ميريبونديش في سرفيس,-1,dataset_1,0,0
عيد مبارك وكل عام وانتم بخير,0,dataset_1,1,0
اعطولنا انترنت وانا كرهنا زيرو,-1,dataset_1,0,0
رجعولنا عرض 1500نتاع 40جيغا شهرين مشي شهر هكذا احنا ما نخسرو ونتوما ماتخسرو زباءنكم,0,dataset_1,1,0
انظروا إلى التعليقات يا دجيزي بفف,0,dataset_1,1,0
تفوه عليكم جيزي تع شعر,-1,dataset_1,0,0
صح عيدك جيزي شوي اتهلى كونيكسيو ظعيفة وعروظ شوي تقال,1,dataset_1,2,0
عيدكم مبارك تقبل الله منا ومنكم صالح الأعمال يارب,1,dataset_1,2,0
Aid mabrouk..msg privé envoyer veuillez rependre svp,0,dataset_1,1,0
Djezzyعيدكم مبارك نطلب منكم إستحداث عروض جديدة عليكم مراعات غلاء عروضكم وعدم تلبيتها إحتياجات الزبائن,-1,dataset_1,0,0
أنا ترجعولي درااهمي ما دخلني سراقين لي يفليكسي تدولو دراهمو vive اوريدو نكونيكتي بالزيرو و نشوف ليفوطو ملفوق سراقين لواحد ما يجي يفليكسي بسيف مبعد تنقصولو منهم,-1,dataset_1,0,0
Djezzyسلام عليكم سي نورمال في 27 جويلية درت أبونمو تاع 1500 عتاولي 50 جيڤا معا 300دج هدرة و ليوم 31 جويلسة خلاصلي كولش يعني بعد 3 أيام.. من فضلك جاوبني ✋🏼🖐🏼👋🏼,0,dataset_1,1,0
حسنونا فالانترنات راهي بزاف عيانه.اوريدو راهي فوور بزاف,-1,dataset_1,0,0
.,-1,dataset_1,0,0
عيدكم مبارك وكل عام وانتم بخير وصحة وعافية إن شاء الله,0,dataset_1,1,0
الله لا تربحكم كي نتوما كخدماتكم,-1,dataset_1,0,0
لماذا لا تردون علي رسائل في الخاص انترنت فاشلة واتصالات خردة انا ناكتيفي بدراهمي ماشي صداقة من عندكم لماذا لا تقومون بتعديل واصلاح هوائيات الانترنت والاتصالات مع انكم تعلمون ان شركتكم اصبح خردة ولا تقومو برد علي شكاوى نحن نطالب مصلحة المستهلك باخد هذا الامر بعين الاعتبار واتخاد الاجرائات الازمة في بلاد الغرب الانترنت حق كل مواطن مثل الاكسجين اما في بلادي بدراهمي ومش قادر نستخدم لا الانترنت ولا نقدر نعمل اتصالبلدية ابن باديس ( الهرية سابقا ),-1,dataset_1,0,0
لكونيكسو راهي ضعيفة بزااف لاه هذا,-1,dataset_1,0,0
مزالت تتباع دجيزي هبال تاع 15g مدى الحياة ؟,0,dataset_1,1,0
Djezzy Salit,0,dataset_1,1,0
كيفاه نكتيفي جيزي,0,dataset_1,1,0
الله يحفظكم دجيزي بعثولنا لبونيس تاع شهر Djezzy smart خلاصتلي لكوناكسيو ولهدرة وغدوا لعيد بزاف حتى 1شهر 0781494722لالين تاع 1300دج,1,dataset_1,2,0
Cnx t9ilaa 3lchv,-1,dataset_1,0,0
مشكل كبير في تدفق 3g 4g. تواصلت معكم في الخاص ولا رد؟🤔,-1,dataset_1,0,0
Rbe7t f app djezzy ecoutuer kifach ne9der nestalemhom . Redou 3lina yaww,0,dataset_1,1,0
هدرت معاكم فالخاص Djeyzz,0,dataset_1,1,0
لقد فزت بسمارت فون الأسبوع الماضي شحال نقعد باش نستلم الهدية اخت نسرين و لا زهرة كيف كيف,0,dataset_1,1,0
ردوا على الخاص,0,dataset_1,1,0
Elle est ou la 4g ??,0,dataset_1,1,0
مبروك عليك ، سيتم الإتصال بك من طرف المصلحة المعنية في أقرب وقت.نسرين من جازي 🙂,1,dataset_1,2,0
ردو علخاص ❤,0,dataset_1,1,0
مبروك عليك ، سيتم الإتصال بك في أقرب وقت لإستلام هديتك.نسرين من جازي 🙂,1,dataset_1,2,0
عندي اشتراك تاع 1300 دج شهريا ب خدمات محدودة جدا ؛ أريد ارجاع شريحتي عادية كما كانت للاستفادة من عروض مثل عرض هايلة ، تقربت من مصلحة الزبائن و تم اخباري بأن هذه الخدمة غير متوفرة !! أريد حلا من فضلكم,0,dataset_1,1,0
Okht nessrine cnx ta3kom deyra ki lkhra w chokran 🙄,-1,dataset_1,0,-1
رجعو في الخاص ولا هزو علينا برك منبعد ساهلة,-1,dataset_1,0,0
Repondiwlna f prv cnx t9ila bzf,-1,dataset_1,0,0
مانيش كليكو ..مي حبيت نعطي وردة حمرا برك لزاغا 🌹🌷📣🎀🎁و نقولها عيد سعيد كل عام وانت بخير .. ونقول لنسرين .. الألعاب تاعك هذوا فرحوا بيهم بزاف الحراڨة لي راهم في سبانيا ..وراهم ندمانين وقالونا مظية مارجعوش البوطيات رانا جايين نعيدوا معاكم غدوة إن شاء الله 😎,0,dataset_1,1,0
سراقين الله ينعلكم كونيكسيون تع شعر تقيلة على اتصالات الجزائر,-1,dataset_1,0,0
Djezzy ردوا فالخاص,0,dataset_1,1,0
رد فالخاص,0,dataset_1,1,0
الرد في الخاص من فضلك,0,dataset_1,1,0
نسرين صح عيدك سمحيلي مشفتش الستاتوا راني ب 0 😢,0,dataset_1,1,0
فليكسيت 500 الف ماعنديش سمانة مشات شويا واليوم حبست خلاص شوفلنا المشكل وين عل وجه ربي. سينو نحرق جد لابيس,-1,dataset_1,0,0
اعطونا الانترنيت انتاعنا يا ولاد لحرام يا السراقين,-1,dataset_1,0,0
تخلونا حتا نفكسيو 1500دج اومبعد الكنكسيو تولي تقيلة اليوم الكونيكسيو عيانة كامل والله ندمت لي فليكسيت لوكان بدلت خير ياك رانا نفليكسيو بدراهمنا اطيونا حقنا 40 جيچا تاعنا هادا ماكان اليوم ليلة العيد الكنكسيو ماكاش و الله عييتونا,-1,dataset_1,0,0
واش من انترنت عندكم بالنسبة للعرض نتاع بارطاجي راكم ديتيو 20Goمن عندي هذا هوا البارطاج 😏🙄😡🧐 قصدكم ؟؟ ناكتيفي 1500daونستهلك غير 15Go من 40 سما 25 ليكم 😡🙄😏,0,dataset_1,1,-1
علاش كنكسيو مكاش علاش 🙄,-1,dataset_1,0,-1
ياو فري فاير يابنت ناس,0,dataset_1,1,0
علاش ماديروناش عرض فيه انترنت غير محدودة مثل باقي المتعاملين,-1,dataset_1,0,0
كيفاش ناكتيفي تاع 600 دج. عندي جيزي هبال,0,dataset_1,1,0
اودي ريڨولي ريزو راني في ان اميناس ريزو كان كاين ومنبعد راح اوو بزاف دوك انا رني مأكتفي شكون لي راح يعوضلي,-1,dataset_1,0,0
من صباح الريزو مقطوع و مين يجي الانترنت ما تخدمش اليوم 4 أيام في هاد الحالة حلو المشكلة,-1,dataset_1,0,0
السلام عليكم هل عرض هذا متوفر حاليا ؟؟CLÉ USB 4G + 1 SIM INTERNET + 1 GO À SEULEMENT 2300 DACLÉ USB 4G ZTE MF8311 Go chaque mois valables 12 moisSIM Internet prépayée Incluse,0,dataset_1,1,0
شكرا لك 🙂 صح عيدكم.,1,dataset_1,2,0
اسوء شبكة على وجه الارض,-1,dataset_1,0,0
وين راهي الانترنت ياو اطلقو جدها,-1,dataset_1,0,0
هذه المرة خلاص يسمو كم سيفيني باذن الله,-1,dataset_1,0,0
3ayb 3likom khwantoli 10 mil flixiteha dawartoha khyana,-1,dataset_1,0,0
سياسة الدم البارد. تغطية الجيل الرابع لشركتكم بدائية . في تونس الشقيقة صدقوني الانترنات رها الطير وأنتم تتمسخرو بأمة كاملة,-1,dataset_1,0,0
نقدر ناكتفي extra 300 مرتين ولا تلاتا في نفس الشهر ؟.. عندي جيزي هبال,0,dataset_1,1,0
"مماطالات جازي1.العفو ، نحن في الخدمة .2.سنقوم بتحويل هدا الاشكال إلى المصالح المختصة لكي يتم تصليحه في أقرب وقت3.مرحبا،نعتذر عن الإزعاج و لكي يتم توجيه طلبك الى المصالح المختصة للمعالجة يرجى تقديم :- العنوان بالكامل '' الولاية/ البلدية/ الدائرة/ الحي (رقم العمارة / رقم المنزل)'' مع تحديد معلم قريب من الحي (مدرسة/مسجد..) من فضلك.شكراً،نسرين من جازي.لكن العمل ولا النتيجة غير ملموسة، أين الخلل، نسرين زهرة أو حمادي!؟ 🤔حلونا مشكل التدفق 3g, رانا سامح في 4g",-1,dataset_1,0,0
احيطكم علما انني كسرت الشريحة و شكرا عفوا 🐸,-1,dataset_1,0,0
بركاو متكذبو عل ناس,-1,dataset_1,0,0
البينغ راه 100,0,dataset_1,1,0
وعلاه كل تحميل برامج جديدة وخدمات ومواقع جيزي تحتسب على الزبون مقارنة مع الشبكات الاخرى مجانية حتى موقع جيزي ليس مجازي,0,dataset_1,1,0
اني فزت معاكم متى استلم هدية,0,dataset_1,1,0
Djezzyيا اخت نسرين ولا زهرة ردو عليا فالخاص راني بعتلكمسلام عليكم سي نورمال في 27 جويلية درت أبونمو تاع 1500 عتاولي 50 جيڤا معا 300دج هدرة و ليوم 31 جويلسة خلاصلي كولش يعني بعد 3 أيام.. من فضلك جاوبني ✋🏼🖐🏼👋🏼,0,dataset_1,1,0
طنظحتظتزختةزك,0,dataset_1,1,0
ؤمطموكت ؤفنباةه,0,dataset_1,1,0
😇😇,1,dataset_1,2,0
مقدرتش نشوف لفيديو بسبة لكنكسيو تاعكم,-1,dataset_1,0,0
سراقين,-1,dataset_1,0,0
مرقري سرقتوني ومزال نتعامل معكم لاخطار انا مشي سراق,-1,dataset_1,0,0
Free fire,0,dataset_1,1,0
تطبيق مايشتغلش في الايفون 🤷🏻‍♂️,0,dataset_1,1,0
Mohamed Kellouche مرحبا،تطبيق جازي متوفر على App store :) زهرة من جازي,0,dataset_1,1,0
Num de votre service client svp,0,dataset_1,1,0
"Fedjer Djaouida Hafsa Bonsoir,Le numéro du service client est le 77 ou le 07708577 depuis un autre numéro, vous avez aussi la possibilité de nous contacter par message privé pour vous aider :) Zahra de Djezzy",0,dataset_1,1,0
ياو سڨدو الكنكسيو و هاذ العروض زيدوهم فرواحكم,-1,dataset_1,0,0
جاوبونا على الخاص,0,dataset_1,1,0
كونكسيو ديالكم هي ولات تحلل فيا تقولي ما تفورصنيش هدايا هو مقدوري .. شغل جيت نسافر و ركبت فوق فكرون و بديت تقولو ازرب,0,dataset_1,1,0
عندي بيس جيزي حبيت نردها كارت ميموار شكون يعرف الكود كيفاه,0,dataset_1,1,0
مافهمتش,0,dataset_1,1,0
بن علي مرحبا،عرض BINATNA يسمحلك باش تشارك نفس الرصيد مع أفراد عايلتك 👨‍👩‍👦‍👦 تحدّد رصيد الأنترنت و المكالمات حسب احتياج كل واحد 😍 و أيضا تراقب استهلاتكم 👌يحتوي على ثلاث باقات مختلفة : 200، 300 و 400 و متوفّر في كل خطوط جازي للدّفع المسبق و حتى خطوط Djezzy Confort و Special التي تحتوي على ميزة Control !لتشغيل العرض ماعليك إلا تشكيل *720# أو مباشرة من خلال تطبيق جازي :) كل التفاصيل هنا : من جازي,0,dataset_1,1,1
يرحم والديكم رح تهبلوني بليميساج تاوعكم راكم ديرونجيو فيا نحل شيما ونفاصي اابن عمي اخطوني,-1,dataset_1,0,0
راكم فوور كون تزيدو برك #4__جي في بلدية #الوطاية ولاية #بسكرة 💋💋,1,dataset_1,2,0
Khalifa Rouibah مساء الخير،شكرا، نحن نعمل جاهدا على توفير تغطية الجيل الرابع في كل المناطق :)زهرة من جازي,0,dataset_1,1,0
هدا رجعتو عليه ياسراقين,-1,dataset_1,0,0
سما تردو غير علي تعليق إجابي,0,dataset_1,1,0
Djezzy منافقين ردو على الخاص,-1,dataset_1,0,0
رجعولي دراهمي، راني من 04/08/2020 من فليكسيت بالبطاقة الذهبية وما دخلتنيش مع انكم قصيتو من الكونت تاعي، والخدمة تاعكم تع الزبائن ما تردوش والخاص بعد شحال باه ردو عليا وقالولي بعثنا طلبك للمصلحة التقنية وما جاني والو في شحال من يوم..,-1,dataset_1,0,0
Hope Ania Natir انا صراتلي خليتك علا ربي,0,dataset_1,1,0
ﻣﺮﻭﺍﻥ ﻟﺨﻀﺎﺭﻱ هه ربي رحمتو واسعة، بصح نو مش نخدم وندمر ونستنى 3 اشهر باه تدخلني خلصة شهر وتزيد تروحلي 100 دج في الهواء كون مديتها صدقة ما تغيضنيش,0,dataset_1,1,0
Hope Ania Natir انا والله غير شريت موبيلس,-1,dataset_1,0,0
ممكن بريفي Hope Ania Natir,0,dataset_1,1,0
50 go b 300 da w zid cnx 2g hh riglou cnx w mmba3d dirou les offre,-1,dataset_1,0,0
دجيزي ها عطوني شوية ميغات صدقة عليكم ولا نتوما تتعاملوا غير بالدراهم,0,dataset_1,1,0
عبدالقادر بديك يعطوك كي تطلع تطبيق نتعهم,0,dataset_1,1,0
Nassim Nino واش من تطبيق؟؟,0,dataset_1,1,0
تلقاه في بلاي ستور اسمو جيزي,0,dataset_1,1,0
Nassim Nino تعيش خويا,0,dataset_1,1,0
علاه متحبسوس وتقلبوها محاجب,-1,dataset_1,0,0
سلاماعلاه مكانش ريزو تاع جيزي بالمعدر بباتنه,0,dataset_1,1,0
وعليكم السلام تم الرد على رسالتك في الخاص و التي تحتوي على نفس الطلب.نسرين من جازي 🙂,0,dataset_1,1,0
Djezzy الحمد لله انكم رديتمهناك شئ محير اعلاه هاتف مصلحه الزبائن مغلوق,0,dataset_1,1,0
استعملت التعبئة عبر الانترنت بالبطاقة الذهبية ، الدراهم ديتوهم و لكريدي مالحقنيش ، مع العلم انني درتها الشهر الماضي بدون مشاكل ؟!,0,dataset_1,1,0
Salah Khs مساء الخير،للتأكد على مستوانا ندعوك لتقديم رقمك الهاتفي على الخاص من فضلك 🙂زهرة من جازي,0,dataset_1,1,0
Djezzy مراكيش تردي على الخاص.راكم تمسخرو بينا,0,dataset_1,1,0
Djezzy.. Ani médit numero privé w msg privé..répendez svp,0,dataset_1,1,0
Keyser Söze prkoi t a le même problème ?!,0,dataset_1,1,0
Salah Khs شوف كون يريبونديولك نجري حفيان,0,dataset_1,1,0
Salah Khs يا ولدي دير اوريدو و هني راسك لي مازال يخدم بالجيزي مهبول,0,dataset_1,1,0
Said Fellahi ايا زهرة ديري القلب خلي صاحبنا يشيان,0,dataset_1,1,0
ياو سقمو ريزو نتاعكم يا خويا كيفاه نفليكسي والكونيكسيو عيانة بزاف ماتصلحش تمشي دقيقة وتروح ساعة علاه,-1,dataset_1,0,0
كفاه نحي كويز هذا كل يوم تدولي دراهم 😑,-1,dataset_1,0,-1
"Sai Chaima مرحبا،يمكنك إلغاء اللعبة من خلال تطبيق جازي في خانة اللعبة INSTAWIN ثم الضغط على "" Mon compte "" ثم إلغاء الإشتراك :) زهرة من جازي",0,dataset_1,1,0
شكرا سوف اجرب مع العلم اني درت تسجبل الخروج من التطبيق و كي محيت تطبيق عاود نحاو,1,dataset_1,2,0
السلام عليكم ..أظن أننا زبائن عندكم منذ اعوام لكن لا أدري ما هته المعاملة التي تعاملون بها زبائنكم .. البارحة وصلني ميساج بلي راح تغلقولي الخط اذا لم اتوجه الى نقطة بيه لتأكيد معلوات الخاصة بي علاش المنكر هذا ترونسبور مكنش كيفاش راح نديبلاصي انا ضرك و بالزيادة نهار لول شريتها من لاجونس جيزي و اذا على 4 g احكموها عندكم ماعندي ماندير بيها .. من بكري كونكسيو رديتوها مهيش مليحة و ريزو عيان .ليكن في علمكم انو بمجرد انكم تقفلولي الخط راح نبدل الخدمة و نخلي جيزي . و راني عيطت لسارفيس كليو ما جاوبوش و بعثت ميساج لصفحة فايسبوك و ما جاوبتوش و بعثتلكم ايمايل و ما جاوبتوش بمعنى انو خان الوقت لي يخليكم لواحد و يبدل الوجهة الى متعامل آخر .,-1,dataset_1,0,0
Plum Eria انا عيط في 77 يشنفو عليا,0,dataset_1,1,0
Maram Mira كفاش يشنفو عليك,0,dataset_1,1,0
Maram Mira انا ما يهزوش عليا كامل,0,dataset_1,1,0
أنا بيس و رقم عزيز عليا كوپاوه .. وقالك روح لاجونس في عز الكورونا .. سمحت فيه للأسف,-1,dataset_1,0,0
Amir Alger hkk ra7 tsrali mn9drch n déplacer f hed corona w ida 3la 4g m3ndi mndir biha,-1,dataset_1,0,0
راكم تسرقو عيني في عينك 40 جيغا راحت في 15 يوم كيدايرة ذي ها فهموني وزيد كون غير كاين كونيكسيون مليحة ،، حسبنا الله ونعم الوكيل ،، تخسر 150 الف باش تكونيكتي بزيرو الله يجيبهالكم,-1,dataset_1,0,0
او سرعت التدفق مكاش واش ندير بلانترنات تاعكم رايحة تجبلي القلب,-1,dataset_1,0,0
لماذا النت ضعيف جدا و في تقطع مستمر . يجب في كل مرة اطفأ البيانات تم اعيد تشغيلها 🤔 هل تشرحون لنا من فضلكم,-1,dataset_1,0,0
الله يهديكم ديتولي 500 دج يوم10/08/2020 تسلفت وفليكسيت وانتم ديتوهالي بعرض مبهم extra 500دج والله مانسمحلكم الا اذا رجعتولي 500دج,-1,dataset_1,0,0
واش نبارتاجيو يرحم والديكم كنكسيون راه كاريث,-1,dataset_1,0,0
Djezzy المشكل مهوش في الرقم المشكل فر الريز مكانش عندنا انتان تع ديجزي من لي ركبتهو و هو مازال ماشي 1G,-1,dataset_1,0,0
انا عندي جيزي هايلا بزاف كنت نفليكسي 100دج يعطيوني 20 جيغا واليوم جيت نديره ملقيتش حتى عرض لاه,0,dataset_1,1,0
"Pourquoi à Bejaia la couverture Internet est faible, mais encore pire",-1,dataset_1,0,0
ختي و لا خويا حبيت نسلف كريدي كينفليكسي تنحيهوملي كاينا ولا لا لا ?,0,dataset_1,1,0
ياو معليش تقولولي وش صاري لل لابيس كي نعيط بيها يقولولي عيطي ل 77 وكي نعيط مكاين والو,0,dataset_1,1,0
كيبو بية حتى انا هك صرالي قالولي ادي فوطو كوبي نتاع لاكارط ولبيس وروحي عندهم يبدلولك بيس يمدولك وحدة 4G,0,dataset_1,1,0
"Salam, ma puce est bloquée et vos agences sont fermées tte la journée..cmt faire je veux garder mon num, ya t'il un numéro pour régler ce problème ?",0,dataset_1,1,0
مزال 5 ايام مع جازي ، يخلاص لابونمو تاع شهر هذا منزيدش ضربة ، نخلص 100 دج في الشهر ، 5 خطوط ، باش تتصل تحاول 5 مرات ، انقطاع في المكالمات ، انترنت جد بطيئة او منعدمة ، مثال بسيط شهر راح يخلاص استهلكت 2.5 جيغا من اصل 25 جيغا ، تبهدلو ، تبارطاجو لحزاڨ بيناتكم ماشي انترنت,-1,dataset_1,0,0
Med Ali Larabi انا صكروهالي لبيس نتاعي وكي نعيطلهم في 77 يشنفو,-1,dataset_1,0,0
Maram Mira مشكل تاعك تقدري تحليه بالتنقل الى احد مراكز جازي ، بصح المشكل الكبير اصبح في الشبكة المهترئة، ريزو خردة,0,dataset_1,1,0
Med Ali Larabi بصح بعيد باش نروح وزاد الضروف ماسعدتنيش عيط 77 قتلهم افتحوها سمانة بك بداو يشنفو,-1,dataset_1,0,0
Maram Mira سلامت راسك ، ياك عندك البديل,-1,dataset_1,0,0
Med Ali Larabi مزية دايرة موبيليس,-1,dataset_1,0,0
الاغلبية الساحقة في التعليقات تشتكي من سوء الخدمة وضعف الانترنيت. الحل الوحيد هي اوريدو عن تجربة. كل شيء فيها مليح وعروض روعة,-1,dataset_1,0,0
Zawech Aek كي بعضاهم تفوه عليهم,-1,dataset_1,0,0
Djalel Frih اوريدو فور كان عندي جيزي و قلعتها فرق كبير بزاف,-1,dataset_1,0,0
Zawech Aek والله يا خويا أوريدو في قسنطينة زبالة أعزك الله ريزو تاعها كارثة خاصة في مناطق لخارج المدينة شو مكانش فمابالك كونيكسيو,-1,dataset_1,0,0
قسنطينة وي علابالي عيانة فيها اوريدو مي نحكيلك على العموم في الجزائر اوريدو احسن ريزو عن تحربة,-1,dataset_1,0,0
مكانش كيفاش نبارطجيو الريزو لي راهو 0 ؟,-1,dataset_1,0,0
كي يكون عندنا رصيد 30G و تروح غير ف لحنش يدور مانزيدش نكتيفي,-1,dataset_1,0,0
سلام راكم غلقتولي لابيس ومش تردو,0,dataset_1,1,0
لقد تم الرد على رسالتك في الخاص.نسرين من جازي 🙂,0,dataset_1,1,0
يرجا تحسين انترنات راهي ضعيفا بزاف,-1,dataset_1,0,0
النت أصبح جد ضعيف حتى لا أقول منعدم.. حتى أصبحت أظن بأنه مجاني من شركتكم مع العلم أننا ندفع كل شهر اتصلت بمصلحة الزبائن وطرحت المشكل عليهم وأنا في انتظار الرد الذي أظنه لن يكون 😠,-1,dataset_1,0,0
اكبر عملية اختلاس الأموال جيزي نشارجي 1500 كونيكسيوا خرا كي تعيط لهم باه يهدروا معاك لازم 15 دقيقة و كي تقولهم مكانش الكونيكسيوا يقولولك دير 77,-1,dataset_1,0,0
نخدم بيها وحدي و ماهيش تمشي وكان نزيد عائلتي كي يصرا 😏,-1,dataset_1,0,0
هديك لكونكسيو الباهية حتى نزيد نبارطاجيها,1,dataset_1,2,0
شكرا لكم أحسن خدمات في الجزائر .40 ثانية باه تخرج الصورة و تشوفها .شكرا لكم 🌹,1,dataset_1,2,0
اخر اشتراك مع جيزي.. و نعرف تولو تصدقو فيها باطل..ايلا عندي ذرة تاع حق امام ربي منسمحش,-1,dataset_1,0,0
راني سوفريت باش قدرت نعلق من ضعف الانترنت من فضلكن شوفولنا النشكل تاع الانترنت. و الله راهي اضعف انترنت في العالم,-1,dataset_1,0,0
رةعو علينا فالخاص. و شوفولنا النشكل تاع الانترنت,-1,dataset_1,0,0
ﺍﻟﺴﻼﻡ ﻋﻠﻴﻜﻢ ﺍﺭﻳﺪ ﻃﺮﺡ ﻣﺸﻜﻠﺘﻲﻋﻠﻴﻜﻢ ﻭﻫﻲ ﺃﻥ ﺷﺮﻳﺤﺘﻲ ﺟﻴﺰﻱﺿﺎﻋﺖ ﻣﻨﻲ ﻭ ﺗﻘﺪﻣﺖ ﻟﻤﺼﺎﻟﺢﺍﻷﻣﻦ ﻭ ﺗﺤﺼﻠﺖ ﻋﻠﻰ ﺗﺼﺮﻳﺢﺑﻀﻴﺎﻉ ﺍﻟﺸﺮﻳﺤﺔ ﻋﻨﺪﻣﺎ ﺍﺧﺬﺗﻬﺎ ﺍﻟﻲﻭ ﺍﺳﺘﺮﺟعﺖ ﺍﻟﺸﺮﻳﺤﺔ Directionﺍﻋﻄﻴت لي ﺑﺮﻗﻢ ﻣﺨﺘﻠﻒ ﻋﻦ ﺭﻗﻤﻲﻋﻠﻤﺎ ﺑﺄﻥ ﺍﻟﻤﻮﻇﻔﺔ ﻗﺎﻟﺘﻠﻲ ﺣﺘﻰﻟﻐﺪﻭﺓ ﺑﺎﺵ ﺗﺘﺮﻳﻘﻞ ﺍﺳﻜﻮ ﻧﻌﺎﻭﺩ ﻥ ﻟﻲ ﻟﻴﻬﺎ ﺑﻠﺨﻒ ﻭﻻ ﻧﺴﺘﻨﻰﺟﺎﻭﺑﻮﻧﻲ ﺍﻟﻠﻪ ﻳﺴﺘﺮﻛﻢ ﺍﻟﻘﻀﻴﺔ ﻣﻬﻤﺔﻭ ﺭﺑﻲ ﻳﻌﺎﻭﻧﻜﻢ,0,dataset_1,1,0
كي يكون تكون لكنكسيوا بعدين نبرتجيو لكنكسيوا 0 وكي نعيطلطم مترفدوش ربي وكلكم,0,dataset_1,1,0
ولا زدت تعاملت معاكم انا مانسواش كل شهر نفليكسي 1500 وانترنت تاعكم رهج بقاو على خير شهر هدا نتفارقو,-1,dataset_1,0,0
انا قمت بتعبئة رصيدي عن طريق تطبيق جازي باستعمال البطاقة الذهبية القيمة المالية حذفت من حسابي البريدي الا اني لم اتلقى تعبئة رصيدي بحجة أن العملية لم تنجح في حين أن المبلغ المالي تم حذفه من حسابي البريدي بعثت بالاحتجاج عبر الماسينجر الا انه لحد كتابة هذه الأسطر لم يقرأ احتجاجي,0,dataset_1,1,0
آ نسرين من جازي شوفينا حل كونيكسيو عيانة باش علقت طيفت ليدوني 120خطرة شيشان كونيكسيو تاعها خفيفا على تاعكم,0,dataset_1,1,0
الانترنت راهی ضعیفه بزاف راکم راح تخسرو زبائن بزاف,-1,dataset_1,0,0
يا رب عريتوني ني دخلت ب 0 دراهمي ديتوهم بصح ب0 رخسكم نتوما سراقين و البيس هاذي نكسرها ضرك,-1,dataset_1,0,0
انتر نات راهي ضعيفة وعلاه تتمسخرو بيا ربي يهديكم,-1,dataset_1,0,0
هه كلو برطجي مع عيلتك هه اوو القونكسيو 10ياام وهيا حبا وشبيك جازي راكي بيا من راسك,0,dataset_1,1,0
راحت عليك يا جيزي وتزيدي علينا الخرطي والكذب والسرقه يا عباد ربي 40 g ما نقظرش حتى نكومنتي كي العباد ،وهذك تع تعيطي في مسنجر ما نحكيش خير ،,-1,dataset_1,0,0
بعد ما كانت جيزي احب متعامل ليا ياا الاهكم بزااف الكونيكسيون ثقيلة بزاف بزاف لدرجة انك في ثانية تخرج من الاسلام عادي لوكان كاينة كونكيرونص والله غير تتحركو و تلبو 90% من طلبات الزبائن ياك رانا نخلصو ؟ بدراهمنا ديرها غالية شوية و كونكسيون خفيفة واحد مايشكي من السعر نظرا لجودة الانترنت ربي يهدينا و يهديكم,-1,dataset_1,0,0
لا رصيد لا عزريين الدنيا خسرت دراهمي باطل شريت بيس مشيت بيها شهر وبلعتوها بعدما فليكسيت فيها ورحت للوكالة تاعكم لقيتها مبلعة,-1,dataset_1,0,0
Djezzy ردو على الخاص,0,dataset_1,1,0
علاش خدمات الامتاز للانترنت ولات تخص البعض دون البعض الآخر. والله تحيرو واحد تمدولو ولوخر لا لا. فهمونا علاه,0,dataset_1,1,0
Djezzy يا زهرة خاص عندي مشكل,-1,dataset_1,0,0
يا زهرة والله ربحت 10 جيغا كي شكشكت مي اسمحيلي نولي نسقسي على نسرين غير ريبونداتلي على الكومنتار ربحت شكرا نسرين,1,dataset_1,2,0
زهرة أين أجد رمز التحقيق,0,dataset_1,1,0
فليكسيت 400دج راحوا في دقيقة علاه,0,dataset_1,1,0
رد على الخاص,0,dataset_1,1,0
ممكن ٱكثر توضيح على الطلب من فضلك ؟نسرين من جازي,0,dataset_1,1,0
مبروك عليك 😁نسرين من جازي ^^,1,dataset_1,2,0
باجة فيها 4 ملاين تفاعل 60حسنو انترنت ثقيلة جدا😠,-1,dataset_1,0,0
Kfh na7i game portal ta3kom ray datli swared kamel,0,dataset_1,1,0
أنترنت عندكم ثقيلة بزاف شوفونا حل,-1,dataset_1,0,0
ليوم نفروها هاداوين فليكسيت 100da راحتلي بلا والو غير لخير كشما تساالولي 😒😒 و الله غير سيريوو ملحقتش ناكتيذيها راحت اصلا كي دخلت لبون لقيت فيه غير سبعالاف و بداو ينقصو و من بعد اكتيذيت تاع طرواميل ب واحد جيغا قالولي دوك يلحقك ميساج ملحق والو ؟!!,-1,dataset_1,0,0
