text,label_raw,source_dataset,label
شكرا لخدماتكم وفيتم وكفيتم,2,dataset_2,2
و الله في خمس سنوات معانات ليومنا هادا المشكل اني ساكن في وسط المدينة و لا حياة لمن تنادي,1,dataset_2,0
يا موبيلبس ديرونا كود تحويل الى سما خلونا من تخلف تعكم قالك روح لمركز الخدمات يديرولك تحويل!,1,dataset_2,0
الريزو راه كارثي في العاصمة شرق في الدار ماكانش وكي نخرج لزنقة طالع الريزو,1,dataset_2,0
سڨموا الربزو من بعد شاركوا 😏,1,dataset_2,0
التوفيق ان شاء الله شكرا لكم,2,dataset_2,2
رانا نخلصو بصح الكنكسيو مكاش هدي ميش خدمة,1,dataset_2,0
Réglolna la cnx bark 😡😡😡😡😡,1,dataset_2,0
موبليس صحيتو على 2جيغا مهداه ان شاء الله دائما ف ريادة,2,dataset_2,2
وينها سهرة نقصتو في تدفق انترنيت. الله يهديكم,1,dataset_2,0
ميهديكمش ربي وتنحو علينا عرض سما هذا ولا ترجعونا لعرض لقديم,1,dataset_2,0
ايعقل في دائرة عين اميناس دائرة اغلبها قواعد حياة لعمال الشركات البرترولية وثكنات عسكرية اغلب قاطينها لديهم اشتراك شهري في خدمات موبيليس والخدمات شبه منعدمة ....اهكذا يتم معاملة الزبائن من قبل المؤسسات الاقتصادية ؟!,1,dataset_2,0
ملقيت واش نقول كونيكسيون تخرجك من رحمة ربي تقول تمدو فيها بالمعريفة ولا تقطرو فيها بالقطرة,1,dataset_2,0
السلام عليكم راه كاين مشكل في تدفق الانترنات وانشاء الله تحلوه في اقرب وقت,1,dataset_2,0
شكرا لكم على هده الرعاية ولمثل هكدا برامج ، دمتم سالمين ♥️🌷🌷,2,dataset_2,2
الله يبارك في موبيليس,2,dataset_2,2
من احسن المبادرات..في رمضان,2,dataset_2,2
موبيليس علامة الجودة,2,dataset_2,2
شاركونا قليلا من التغطية في القرارة غرداية .. رانا بدون تغطية و تعطلت مصالحنا …,1,dataset_2,0
شكرا لقد وصلت الهدية 2جيغا,2,dataset_2,2
والله يا موبيليس بسبب تدفق الانترنت الضعيف تاعكم رجع كل المشتركين تاعكم من ذوي الاحتياجات الخاصة,1,dataset_2,0
سما خدمة جيدة,2,dataset_2,2
لم استطع إعادة تعبئة رقمي وهذا طبعا بعدما حولتم رقمي من عرض مبتسم الى سما آليا وبدون أن أطلب ذلك,1,dataset_2,0
نقعدو نشريو غير في ليبس ونبدلو فيهم ديرو عروض في لابيس لي عندنا وفقط,1,dataset_2,0
ريزو راه ضعيف فلمنيعة بلايص مكانش قاع رانا نخسرو دراهم باطل,1,dataset_2,0
جيت نحولها لسما راح الريزو وراحت الكونيكسسون مانعرف حتى الكومونتار يعدي ولا لا,1,dataset_2,0
بعد ماخسسرتوني في 1000 دج وحدة اخرى نوكل عليكم ربي برك جيت نحول العرض تاعي لعرض سما نحيتولي لاكتيفاج تاع شهر وانا عندي نهارين منين اكتيفيت 1000 روحت نشكي في لاجونس قالولي مكانش تعويض عاود فلكسي 1000دج وحدة اخرى وفرات,1,dataset_2,0
عرض سيء جدا طريقة التحويل الى العرض الجديد خاطئة عليكم بتفعيل خدمة الرجوع إلى العرض السابق,1,dataset_2,0
تبقى الخدمة سيئة تدفق صبيب الانترنيت لديكم ضعيييف جدا رغم انها عروض ممتازة لكن المشكل يبقى في الشبكة راكم مهملينها بزااف,1,dataset_2,0
ياريت تحسين الشبكة والتغطية بالجيل الرابع خاصة على مستوى المناطق النائية,1,dataset_2,0
كونكسيو مكانش كيفاه نديرو لعروض 😏,1,dataset_2,0
عرض جيد,2,dataset_2,2
نحتاج إلى تغطية قبل العروض ،طرحنا انشغالنا ولازلنا ولكن دون جدوى,1,dataset_2,0
للاسف الانترنت تصبح غير مستقرة في شبكة موبيليس اثناء الفترة الممتدة من المساء الي غاية منتصف الليل حتي مع وجود تغطية جد جيدة يبقي المشكل عويص,1,dataset_2,0
3adlo reseau,1,dataset_2,0
حولت من موبتسيم لعرض سما اديتولي 1000 دج كريدي خارج الوطن هذا واش اسمه,1,dataset_2,0
عرض ماشاء الله,2,dataset_2,2
سقمو الكونكسو,1,dataset_2,0
حسنو من نوعية الخدمات والباقي ساهل ووفرو التغطية اللازمة,1,dataset_2,0
فلكسية 1000 لبارح ليوم قيتها 748 واين رحو معلبليش ☹️ فهمونا درك نفلكسيو باه تسرقونا 😠,1,dataset_2,0
سقدو ارواحكم مع ريزو نتاعكم وزيدو فتدفق رانا نعانو. صراحة وليتو تعيو بدينا نعيفو خط نتاعكم . وقلو مسريقة فلفاتورات,1,dataset_2,0
اكبر خدعة دارتها في هذا العرض خليولنا الحرية في اختيار العروض .وخيرونا علاه مقلتوناش في الاول متقدرتش ترجع لعرض pixx,1,dataset_2,0
لما تكون عندكم شبكة وتغطية، يمكننا السماع لكم. شخصيا تخليت عن شريحة موبيليس للأبد ولن أستعمل خدماتكم ابدا,1,dataset_2,0
عرض سخي,2,dataset_2,2
التدفق ضعيف جدا إني أعاني,1,dataset_2,0
ياموبيليس جيجل رانا نكونيكتيو ب نص g ماتمسخروش بينا كانت تمشي 4g عادي و الشهر الاخير رجعت 3g و الشهر.هدا رانا 2g وتكمل هكا نكملوها في اسفل سافلين,1,dataset_2,0
عروضكم ضعيفة جدا ولا ترقي الي متطلبات المواطن كفاكم تمسخير علي الشعب,1,dataset_2,0
المشكل ف الكونيكسيون ماكانش و ليس في العروض,1,dataset_2,0
نريد تغطية في شبكة في كامل تراب ساكني مناطق وليس كامل تراب الوطن لكين لكم احسن انجاز فقط,0,dataset_2,1
كي فعلت عرض سما راحت الكونكسيو,1,dataset_2,0
إنقطاع شبه تام لشبكتكم في الحدود الغربية من مغنية و أرواح هاود و زيد دايرين عروض ها سيدي هاه,1,dataset_2,0
انا كملت مع الموبليس بسبب تذبذ ونقص في الحاد في الشبكة,1,dataset_2,0
العروض اللي تطلقو فيهم هوما سبب سقوط الشبكة سقوط حر لوكان قعدت الأنرنت كيما بكري 1 جيغا بـ 100 دينار منلقاوش الضغط هذا,1,dataset_2,0
الله يهديكم ريقلو غير ريزو تاعكم برك عروض معليش خلوهم توالا,1,dataset_2,0
سڨمو غير الخدمات تاعكم لقدم,1,dataset_2,0
هههههه ريقلو الريزو ومن بعد تقربو من الزبائن,1,dataset_2,0
عرض لا فائدة فيه... حذراي من تحويلها إلى سما,1,dataset_2,0
ورقلة 4g والكونيكسيو 000,1,dataset_2,0
شبكة مبيليس اضعف شبكة في ولاية الاغواط وبهذا راح تخسرو جميع المشتركين. شركة موبيلس مطالبة بتدعيم شبكتها وتحسين الخدمة ان أرادت المحافظة على زبائنها في ولاية الاغواط,1,dataset_2,0
يودي ريقلوا رزو تاعكم برك في غليزان راه يعي,1,dataset_2,0
كونكسو مكاش رعب ثقيلة هذو 3ايام,1,dataset_2,0
في الجزائر فقط باش تستفيد من العروض لي يديروها les opérateurs لازم كل سمانة تبدل puce يعني تبدل الرقم كان من الاحسن ديرو عروض جدد والناس ڤاع تقدر دير العروض هادي في نفس الشريحة ماشي لازم يقعدو يبدلو فالارقام 🤷🏼‍♂️,1,dataset_2,0
الريزو راها ضعيفة هذه الايامات 🤔🤔🤔,1,dataset_2,0
depuis le lancement de la 3G y a pas eu d'amélioration je crois qu'il y a plus de chance que Poutine arrête la guerre que votre réseau s'améliore 🙂,1,dataset_2,0
في 3 ايام طارولي 13 جيڨا Pix كانت أرحم نضل نكونيكتي منكونسوميش 1 جيڨ,1,dataset_2,0
بلا ريزو ولا كونكسيو,1,dataset_2,0
سلام .... لقد كانت لدي 8 جيڨا و مكالمات و عندما حولت العر ض من pix إلى سما نحيتولي الكونكسيون ما هو السبب 😤😤😤,1,dataset_2,0
سقموا غي الانترنت تاعكم و من بعد ساهل ... و الله خيبتونا ... كل يوم تروح الانترنت من 20h ما تجيش حتى منتصف الليل ... 🤨🤔,1,dataset_2,0
ريزو نتاعكم راه عيان بزااف.,1,dataset_2,0
تذبذب ملحوظ لنهار اليوم فيما يخص شبكة الإنترنت,1,dataset_2,0
درت العرض تاع 1000دينار مي مفهمتش نحكي شوي يخلص الكريدي لي عندي (sama net 1000da),1,dataset_2,0
أفضل بكثير من ما كانت عليه,2,dataset_2,2
خفيف فالكنكسيو العرض هذا,2,dataset_2,2
عروض ملاح,2,dataset_2,2
انا نسكن في وهران ولا توجد تغطيه,1,dataset_2,0
عرض pix افضل,0,dataset_2,1
هو أن الفايسبوك ليس مجاني إلى بعد نفاد حجم إنترنت عكس بيكس الغير محدود لذا اريد عودة إلى عرض قديم,1,dataset_2,0
Moi je ne suis pas convaincu de vos services essayer de faire un bon contrôle de vos agence et le réseaux,1,dataset_2,0
ريڨلو ريزو تاعكم قبيل راها ثقيلة تقتل قبل ما تديرو اي شيء اخر,1,dataset_2,0
تحكم 4g تدور في فيراج تروح تولي E ريڨلو الكونكسيو مبعد ساهل,1,dataset_2,0
Très bon initiative 👏,2,dataset_2,2
جيجل مافهاش الكونكسيو كامل ياك بدراهمنا,1,dataset_2,0
Riglou ghy Réseau lwla mnba3d Sahal,1,dataset_2,0
ساوي غيل كونكسيون تاعكم من بعد طلقو عروض جديدة,1,dataset_2,0
ياو سقموا الكونكسيون,1,dataset_2,0
Réseau faible,1,dataset_2,0
رانا نخلصوا في دراهمنا في الريح لا ريزو لا connexion.,1,dataset_2,0
من الاربعاء للامس اسهلكت خمسة جيڨا مدخلت لليوتيب ومدخلت لحتى حاجة.,1,dataset_2,0
موبليس زيروووو في زيرررووو,1,dataset_2,0
الصحراء Vu,1,dataset_2,0
Pour Top 4G rien de nouveau,1,dataset_2,0
عرض مليح تاع سما,2,dataset_2,2
لازم تريڨلو تدفق الانترنت راه ضعيف على مستوى ليونال ميسي مع لبياسجي 🙃,1,dataset_2,0
connexion rahii vrai 3iyana hade les 4 jours Mobilis sagmou 7ala,1,dataset_2,0
رائعة اليوم سييتها عجبتني، شكرا موبيليس♥️,2,dataset_2,2
Oulach réseau mobilis donc ça sert à rien,1,dataset_2,0
انترنت منعدمة تماما,1,dataset_2,0
Sagmou reseau,1,dataset_2,0
تحيا جازي,2,dataset_2,2
Il faut rénover le réseau.,1,dataset_2,0
yaw segmoulna réseaux brk,1,dataset_2,0
ياخويا حنا رانا نعانيو مع هاد الكونكسيو,1,dataset_2,0
ياو الإنترنت مكاش يجب إطلاع الزبائن بالحقيقة من العشرة نتاع الصباح إلى غاية خمسة نتاع الصباح من يوم الإثنين والإنترنت مزال ما جاتش,1,dataset_2,0
يا ودي غي ريڨلونا الريزو نتاع موبليس ومن بعد احكيو على العروض,1,dataset_2,0
تغطية الشبكة ضعيف .. تدفق النت يترنح منطقة فيها الجيل الرابع ومنطقة تفتقر حتى إلى الجيل الثالث ..,1,dataset_2,0
يا. موبيليس فوجه ربي سقمونا الريزو مهيش تمشيلي كونيكسيو خلاص 😭😭😭😭,1,dataset_2,0
كي تطلقو ريزو ساهل,1,dataset_2,0
بالتوفيق والنجاح الدائم إن شاء الله,2,dataset_2,2
فلكسيت 2000da محبتش تمشيلي وكونكسيو مكانش وثقيلة😒,1,dataset_2,0
عليكم اللعنة ديرو عرض سيما جديد ترسلوا لنا رسالة قصيرة لنلقي نضرة على العرض وبمجرد لمس العرض يتم سرقة كل ما تملك من انترنات ورصيد مكالمات عليكم اللعنة يا لصوص,1,dataset_2,0
موبيليس الافضل,2,dataset_2,2
كل ما تهوى كونيكسيون تاعكم خرا,1,dataset_2,0
سقمو الريزو تاعكم,1,dataset_2,0
ماذا عن وضعية الشبكة الكارثية النمودج منطقة بلدية بريحان ولاية الطارف عطل بهوائي للشبكة منذ 5 سنوات بمنطقة البطاح و موبيليس عاجزة عن اصلاح هذا العطل قبل الحديت عن العروض الترويجية عليكم يا جماعة موبيليس ان تكونوا احترافيين 05 سنوات عطل و انتم عاجزون ماهذه البيروقراطية,1,dataset_2,0
الطارف شكوي جماعية بأكثر من 100 مشترك بمنطقة القريعات بلدية بريحان الطارف في مناسبتين دون الشكاوي الفردية دون جدوي و تسويف 5 سنوات دون جدوي 5 الحل,1,dataset_2,0
اولا عليكم ان تصلحو سرعة التدفق بعدها تكلمو عن عروضكم ولا داعي لإعادة جملكم التي يحفظها الشعب الجزائري و الله والله والله ثلاث مرات لا أصدق حتى صدق تحيتكم انا اعترف بالملموس وليس الكلام,1,dataset_2,0
حملة اعلامية موفقة ان شاء الله شكرا 🙏 لكم,2,dataset_2,2
المشكل ليس في العروض و ليس السعر المشكل في الشبكة و الخدمات و التدفق العنوا الشيطان,1,dataset_2,0
الزبون يطالب بدعم البنية التحتية اللازمة لفك الضغط عن الهوائيات القليلة التي اصبحت لا تلبي حاجة العدد المتزايد من المشتركين المجبرين على الاشتراك في شبكتكم في ظل غياب المنافسة,1,dataset_2,0
يا ولدي ريقلو الريزو تاعكم اللي يعيطلي يلقاه خارج مجال التغطية من بعد يرحمها ربي 😂,1,dataset_2,0
كونكسيوراها تنقطع وحدها,1,dataset_2,0
ديرو حل لشريحة لا وين كونترول الرقم نحتاجو بصح الخدمات فيها 000 ها خليونا نحولو,1,dataset_2,0
مكانش جديد هذه عروض قديمة باسم جديد 🤣🤣,1,dataset_2,0
على الانترنت زينا لي عندكم وزيد رها تكمل بلخف ما تكملش شهر قاع,1,dataset_2,0
موبيليس ،آمون لن يغفر لكم,1,dataset_2,0
الريزو تاعكم000000000,1,dataset_2,0
رييزو فالموبليييس راااه مكاش كاااامل مفهمتش علاه في البليدة,1,dataset_2,0
رجعولي 6Gg تاعي ممبعدو ديرو عروض,1,dataset_2,0
عرض مثل جميع العروض،لايوجد فيه اي جديد.,1,dataset_2,0
راكم تزعقو بنا كل يوم نروحولكم درتولنا خدمة.,1,dataset_2,0
Mobilis vous ne voulez pas améliorer votre réseau ça sert à rien de faire des offres !,1,dataset_2,0
الرداءة تتكلم,1,dataset_2,0
يا خسارة البنزين لراح تخسروه عن هالمسرحيات,1,dataset_2,0
Les offres na9sin bzf khosna ofre b 100 mille Ya3tok 50g internet o 200 mille tt rso o mobilis batel ila dhalkom 🙃,1,dataset_2,0
موبليس_في_تبسة_يوتيوب_ميمشيلكش,1,dataset_2,0
راني درت بيس عرض سما وحسلت,1,dataset_2,0
سلام عليكم لدي مشكله لقد تم أخذ رصيدي أرجو حل المشكله وهل يمكن أن استعيد رصيدي الذي أخد مني أتمنى الرد عليا في اقرب وقت,1,dataset_2,0
Reglolna cnx yrham babakooooooooom 😠😠😠😡😡😡😡,1,dataset_2,0
الريزو الريزو اهدرولنا على الريزو 🙄🙄🙄🙄🙄,1,dataset_2,0
سڨموا الريزو و من بعد الكرة ساهل,1,dataset_2,0
يوجد مشكل في تدفق الانترنت هده الايام في وهران,1,dataset_2,0
ساما الله لا تربحكم ليجيغا تقول راني نشرب فيهم و ثقيلة تقتل 😡😡😡😡🤬,1,dataset_2,0
كونكسيو هاذي مفهمتهاش علاش فبلاصتي متخرجش 4g...وتخرج غير فالاماكن لي متصلحش للقعاد ...لازم تتعذب باش تكونكتي,1,dataset_2,0
سرعة تدفق بطيئة ف الليل,1,dataset_2,0
تحيا موبيليس ❤️,2,dataset_2,2
مدرتها وندمت معرفتش نرجعها pix,1,dataset_2,0
المشكل الكبير في التغطية ضعيفة جدا,1,dataset_2,0
من المفروض تتهلاو في الزبائن المشتركين معاكم .. مشترك جديد بصيغة هاذي يكون خير من واحد مشترك معاكم يخلص كثر والعرض تاعو أقل,1,dataset_2,0
عندي نقص في تدفق الأنترنت,1,dataset_2,0
بدراهمنا وتمشيش لنترنت ومحسبناكمش واليمات راحو بلا كونكسيو وانتوما فيسبوك مجاني ستخسرتوه فينا انا تبانلي نبدل لابوس قريب الشهر وحنا مرمدين معاكم لابوس ديالي 2016,1,dataset_2,0
عندي اتفاقية mdn الانترنات كي تخلاص يحبس الفايسبوك ثاني والرسائل نحو موبيليس فقط 😑😑,1,dataset_2,0
معناتها الفيس بوك مايش باطل وهو الي راح يقضيلك على حجم الانترنت بسبب الولوج المستمر لهذا التطبيق😉 معناتها عرض فاشل,1,dataset_2,0
تخلص كل شهر وخدمة انترنت منعدمة و نورمال,1,dataset_2,0
معجبتنيش هادي سماا,1,dataset_2,0
في حياتي مشفتش الحجم خلاصي ديما يكمل شهر هو مزال كنكسيو عيانه,1,dataset_2,0
سبحان الله غير البارح كان عرض 1000دج فيه 30 جيغا واليوم رجع 15😑😑😑,1,dataset_2,0
للاسف شبكة متهرية و جد ضعيفة مثلكم,1,dataset_2,0
والله غير وجهكم صحيح تعملو عرض كما هاذا ... ربي يهديكم,1,dataset_2,0
هردتونا بخرطي,1,dataset_2,0
مليحة بزااف,2,dataset_2,2
الانترنت غير مستقرة تروح وتجي كل دقيقة .. والتغطية ناقصة في منطقتنا .. يهديكم ربي ديرولنا انتان ريزو,1,dataset_2,0
الكوناكسيون راها تمشي مع الثامنة مساءا وتولي مع منتصف الليل,1,dataset_2,0
"واش قصتكم كل ليله تنقطع الكونكسيو حتى 12,تاع الليل تطلقوها😕",1,dataset_2,0
كونكسيو شعر,1,dataset_2,0
كونيكسيو ثقيلة بلبزاف,1,dataset_2,0
اسوة شبكة انترنت ف عالم,1,dataset_2,0
عرض سيء سيء سيء .... عرض للحيلة والتحايل على الزبائن,1,dataset_2,0
مليح العرض هذا توب,2,dataset_2,2
اكبر حشوا من موبيليس الفيسبوك ليس مجاني بل بعد إستهلاك انترنت يصبح مجاني عكس بيكس,1,dataset_2,0
رجعولي رب صوالحي انا دروك كانت مفلكسي صوميل درتها ساما طارولي بيهم,1,dataset_2,0
merci je vais basculer vers cette offre des que j'ai fini mon abonnement du mois,2,dataset_2,2
والله غير كونكسيو تاعكم ثقيلة نتمنى تسريع في تدفق الانترنت,1,dataset_2,0
هذيك هي الحشوة ..ماكاش ايليميتي نحو موبيليس,1,dataset_2,0
ياو ريزو مكانش ڨاع,1,dataset_2,0
Très mauvaise connexion,1,dataset_2,0
lyzid ydiR 3likm,1,dataset_2,0
نوكل عليكم ربي,1,dataset_2,0
يحشيوهالكم تنحيو pixx ومن بعد يلغيو عرض سما ...ايا تلقاو رواحكم بمبتسم تاع 2010 🤣,1,dataset_2,0
ياو المشكل ليس في العروض المشكل في التغطية ميتة مثلكم,1,dataset_2,0
في الحقيقة افضل تغطية هي موبيليس,2,dataset_2,2
سيستام قاوي اول مرة ديرو حاجة مليحة,2,dataset_2,2
جيغا وهدرة متخلاصش مليحة هادي,2,dataset_2,2
لماذا تسرقون خاصة الفقراء,1,dataset_2,0
موبيليس نحن معك,2,dataset_2,2
عندي 5 ايام فليكسيت عرض 500da وفضتلي 5 GB وفيسبوك وماحبش يتمشى يخي راكم تقولو غير محدود,1,dataset_2,0
عندي يومين تتقطع الكونكسيو من ساعة ثامنة ليلا من منتصف ليل,1,dataset_2,0
تغطية ضعيفة في ولاية وهران على مستوى حي الصباح على الاقل كونوا في مستوى تغطية الشبكات المنافسة,1,dataset_2,0
استغفر الله منكم 🙄😒😒,1,dataset_2,0
جودة الريزو متذبذب وضعيف جدا,1,dataset_2,0
cnx wach biha had lyamat,1,dataset_2,0
فعلت الخدمة مي كنت مفعل قبل عرض تع شهر ب100 وراحلي العرض يعني ماتقدروش تعلمونا انو عند تفعيل هذي الخدمة يروحلك العرض لي راك مفعلو,1,dataset_2,0
كثرتوا في خوف الله....شبكتكم ضعيفة ان لم اقل منعدمة في سيدي الجيلالي بجنوب تلمسان رواحوا هزوا حدايدكم.....الريزوا لي يروح مع الكهرباء كي تنقطع معندنا ما نديروا بيه....الكنكسيو ميتة,1,dataset_2,0
سرعة أنترنات ضعيفة جدا جدا جدا. نطلب من شركة موبيليس. تدابير الازمة. لماذا كل هذا,1,dataset_2,0
نرجو تحسين التدفق,0,dataset_2,1
عرض سما خردة بالكم منها سرقة بام عينها,1,dataset_2,0
يبان مليح 🇩🇿,2,dataset_2,2
عندي مدة ملي كسرتها البيس تاعكم ما تصلح لوالوا,1,dataset_2,0
عرض توب 4G طلعولوا محدودية 1ميغا على اقل,1,dataset_2,0
من نيتكم باغي نحكم المدير العام تاعكم مانخليش حتى حرف في قلبي مامقولهش,1,dataset_2,0
15جيقا راها عادت مدير والو 😡,1,dataset_2,0
🌹🎊🎉🎈🎈🎆🎆🎆العالمية مع موبليس,2,dataset_2,2
1000da 15 G 9lila mnytkom mobilis,1,dataset_2,0
سلام عليكم بعثتلكم في خاص تقراو ميساج متردوش وزيد عيطتلكم في 888 كملو دراهم بلا فايدة وين راهي مصداقية تاعكم,1,dataset_2,0
البيكس ولت عيانة,1,dataset_2,0
تحسن ملحوظ فالكونكسيو,2,dataset_2,2
Ri9lo Cnx Brk 🥱,1,dataset_2,0
اذا كنت كل مرة تسكرولي لبيس بلا سبب نبطلها قع,1,dataset_2,0
وشبيها الكونيكسيون,1,dataset_2,0
سرقتولي خمسين الف ودرتولي عرض سما حرام عليكم,1,dataset_2,0
انترنت ضعيفة جدا في شبكة موبيليس,1,dataset_2,0
موبيليس ريزوها فور عندي,2,dataset_2,2
النت سيئ للغاية في شريحة موبيليس,1,dataset_2,0
Réglou 3lina prblm ta3kom hada manech mkhalsin f batel bere7 w elyoum 7ata 7aji mabghat temchi a part fb,1,dataset_2,0
كان عندي مبستم وكنت مفعل العرض تع 500 كي حولت لسما راحلي كلش ورجع الكريدي 1da,1,dataset_2,0
وضكا ما تحلوش هذا المشكل تاع ثقل ولا كيفاه,1,dataset_2,0
مدابكوم تحسنو كنكسيو راهي تقيلا,1,dataset_2,0
انا نبدل للعرض سما ماتتمسخروش,1,dataset_2,0
موبيليس راه عندكم خلل ف DNS وهاذ خاصية تحمي بيانات الهاتف ودرك مليل لليل راها تروح والهاتف ناس معرض للخطر,1,dataset_2,0
تصلحو الخلل ولا نبدلو المتعامل والخيار لكم راه كاين,1,dataset_2,0
الشبكة تاع عصر الحجارة و العمل تاع العمي و لاعبينها متألقين,1,dataset_2,0
الشكوبي تعرفوه موبيليس كونيكسيو مقودا البيبليسيتي انتم اللولين,1,dataset_2,0
يا موبليس ما فائدة هذه العروض وتدفق الانترنت ضعيف جيدا يكاد ينعدم ديرونا حل.,1,dataset_2,0
فليكسيت ڨبيل عشرلاف ديتوهملي ما فهمتش علاه هادي المرة التانية الي تدولي الدراهم فيها,1,dataset_2,0
كي تسڨموا ريزوا نتاعكم ومن بعد ديروا عروض نتاوعكم,1,dataset_2,0
كون جات الفيسبوك باطل وليس بعد إنتهاء حجم الأنترنت نفضل pixe 1000 أرحم 30go مع إحتساب الفايسبوك تكملها في سمانة,0,dataset_2,1
خلاص منزيدش نصدق اشحال شكيت باه جيو تصلحو الانترنت مبغيتوش دونك المصداقية مكانش ودراهم الي ديتوهم والله منسمحهم بويسك منيش مقتنع بلي صح عندي انترنت بصحتكم,1,dataset_2,0
شبيكم كل يوم تقطعو كونيكسيو قلنا نهار معليش بصح دايما تقطعوها هنا سمطتوها,1,dataset_2,0
كذبتو علينا وقلتو فايسبوك مجاني هادي سريقة,1,dataset_2,0
في عرض سما نت 1000دج 30 جيغا و الفيسبوك باطل يعني ميديش من لي جيغا ولا بعد ماينتهي 30 جيغا يصبح مجاني,2,dataset_2,2
ما مشكلة الأنترنت عندكم، البارحة واليوم على الساعة 20.00 لا أستطيع الدخول إلى نتفلكس pubg و pes,1,dataset_2,0
اااا كيفاه نرجعو كونكسيو لي ديتوها نحيو علينا عرض هذا,1,dataset_2,0
مع سما تزهالك ليام جودة واقتصاد..,2,dataset_2,2
من فضلكم سقموا الكونكسيون كرهنا من هذا الحالة,1,dataset_2,0
ليوم في عين الدفلى راحت التغطية اكثر من ساعة,1,dataset_2,0
لبارح الثمنية ونص راحت الأنترنت وتطبيقات جوجل ماحبوش يمشو نهائيا.. اليوم نفس الشي.. واش هاذ العقلية؟,1,dataset_2,0
وما محل تدفق الانترنت من الاعراب ؟,1,dataset_2,0
ديروها أو متندموش المخير تع لمخير في موبيليس,2,dataset_2,2
انا رحت دومونديتها ملا ديريكسيون حجا فوور ❤❤,2,dataset_2,2
Merci a vous Mobilis 💐💐,2,dataset_2,2
ريڨلو جد الكونيكسيو قبل و مبعد ساهل,1,dataset_2,0
فيها الحيلة والخداع في العرض لا يوجد شفافية,1,dataset_2,0
يا موبيليس وعلاه حبستولي لابيس عندها قريب 20 سنة وهي عندي,1,dataset_2,0
هذي اهانه للزبائن ، تغطيه سيئه جدا ستفقد المؤسسه مصداقيتها,1,dataset_2,0
كونكسيو خفيفة,2,dataset_2,2
كونكسيو شابة,2,dataset_2,2
الله يدوم النعمة,2,dataset_2,2
عبدالله عبدالرؤوف العرض الدوزيام مليحلك,2,dataset_2,2
شريت وحدة عياتني كونيكسيو ثقلية حالة 😔😔,1,dataset_2,0
السلام عليكم، حبيت نقول ان الانترنت مكانش مايظهر والو ضعيفة، ارجو انكم تصلحو المشكل,1,dataset_2,0
ههههههه 🤣🤣 بيس فيها أحوال مثل أحوال طقس خطرى شمس 🌅 خطرى مطر 13جيڨا في سيمانا تكمل ،،,1,dataset_2,0
شكرا موبليس,2,dataset_2,2
هناك بعض المشاكل فالتغطية خاصة الفترة المسائية,1,dataset_2,0
من فظلك شوفولي حل للضعف الكبير في سرعة الانترنت والله معاناة كبيرة.,1,dataset_2,0
ريڨلونا كنكسيو راهي تقطع شوا هدا,1,dataset_2,0
نريد عرض 500 دج صالحة لمدة 30 يوم لكن للأسف لا جديد,1,dataset_2,0
ريقلوا انترنات راهي ثقيلا,1,dataset_2,0
كرهتوناوفي مبيليس الواحد يفليكسي١٠٠٠ ومتكونيكتيش بها,1,dataset_2,0
لي يدير العرض هذا يقدرش يرجع لي عندو وعرض فاشل غير مكلاه تجربوه,1,dataset_2,0
لو سمحتي اليوم الرابع والانترنات منعدمة عندي ممكن تصلحو العطل تاعكم,1,dataset_2,0
سما مكاش كيفاش ديرولنا زيرو فلفيسبوك 🙁,1,dataset_2,0
Réglo internet allah yehdikom malkom baghyin thablona,1,dataset_2,0
لماذا الانترنت ضعيفة جدا,1,dataset_2,0
واش حكاية الريزو مكانش صباح ربي,1,dataset_2,0
Rja3tha sama 7chawhali 😂,1,dataset_2,0
لالا ما تحشوليش غير top 4g لي ما نبدلهاش,1,dataset_2,0
فهموني راني كلما نفليكسي تروحلي 100 كرهت حياتي علاش زعما,1,dataset_2,0
"Mobilis j'ai felxy 1000da et j'arrive pas à appeler ni connecter il s'affiche que le solde est international,je n'ai jamais activé que ce soit ,? Peff",1,dataset_2,0
Segumou connexion taakoum après sahel,1,dataset_2,0
علاش كي نفليكسي تديو دراهم,1,dataset_2,0
c bn tar 7mam,1,dataset_2,0
عندي خلل فالأنترنت وتواصلت معاكم وما رديتوش عليا,1,dataset_2,0
كل ليلة نفس الفيلم تكوبو الكونكسيو و تخلو الفيس برك,1,dataset_2,0
الفايسبوك يستهلك من حجم الانترنت في البداية ليس مثل عرض بيكس,0,dataset_2,1
Lcnx wach biha layamt hado ? 🙂,1,dataset_2,0
لكونيكسيو علاه راكم تقطعوها فليل,1,dataset_2,0
شكون كونكسيو راهي تروحله لا google لا حتى حاجة غي فايسبوك يتمشى,1,dataset_2,0
و معا موبليس نحكي. بلاش,2,dataset_2,2
علاه لبارح كليتولي تسعالاف اللي فليكسيتها 😢,1,dataset_2,0
تحيا الكوفيج 💪خلوها عندكم,1,dataset_2,0
اعاني من خلل في تدفق الانترنت,1,dataset_2,0
F dz Tkhls Bdrahmk w Msogriink,1,dataset_2,0
واش بيها كونكسيو,1,dataset_2,0
Cnx wsh biha Nkhlsou W mnkhdmouch biha,1,dataset_2,0
عرض اكثر من رائع,2,dataset_2,2
Mobilis شكرا لكم,2,dataset_2,2
شكرا موبيليس اختيارك الافضل ❤️و نحن معكم,2,dataset_2,2
إن شاء الله ضربة تضربكم طلعكم لسابع سما,1,dataset_2,0
